FID	IID	Total_N	Total_C	C_N_ratio	Ligules_number	Disk_diameter	Petal_length	Petal_width	Flower_head_diameter	Flower_FHDD_ratio	Petal_LW_ratio	Leaf_Perimeter	Leaf_Area	Leaf_Width_mid-height	Leaf_Maximum_width	Leaf_Height_Mid-width	Leaf_Maximum_height	Leaf_Curved_height	Leaf_CurvedHeight_MaxWidth	Leaf_Fruit_shape_index_external_I	Leaf_Fruit_shape_index_external_II	Leaf_Curved_fruit_shape_index	Leaf_Proximal_fruit_blockiness	Leaf_Distal_fruit_blockiness	Leaf_Fruit_shape_triangle	Leaf_Ellipsoid	Leaf_Circular	Leaf_Rectangular	Leaf_Shoulder_height	Leaf_Proximal_angle_micro	Leaf_Proximal_angle_macro	Leaf_Proximal_indentation_area	Leaf_Distal_angle_micro	Leaf_Distal_angle_macro	Leaf_Distal_indentation_area	Leaf_Distal_end_protrusion	Leaf_Obovoid	Leaf_V_asymmetry	Leaf_H_asymmetry_ob	Leaf_Width_widest_pos	Leaf_Eccentricity	Leaf_Proximal_eccentricity	Leaf_Distal_eccentricity	Leaf_Fruit_shape_index_internal	Leaf_Eccentricity_area_index	Leaf_Lobedness_degree	Days_to_budding	TLN	DTF	Guides_3_petals	Guides_individual_petal	Flower_head_diamater_from_UV_pictures	Petal_LW_ratio_UV_pictures	Average_length_3_petals_UV_pictures	Disk_diameter_UV_pictures	Flower_FHDD_ratio_UV_pictures	Stem_diamater_at_flowering	Plant_height_at_flowering	Peduncle_lenght_of_first_flower	Stem_diameter_final_before_1st_node	Stem_diameter_final_after_5th_node	Distance_of_first_branching_from_ground	Primary_branches
PET0412	PET0412	6.643966479	40.10979046	6.037024808	17.5	2.716679235	3.560632628	1.375208895	9.561694866	3.707572716	2.591596474	209.5835	2117.0925	31.496	39.2007	81.4493	86.0213	86.2215	2.199488785	2.1944	2.586	2.7229	0.4113	0.6183	0.6652	0.0875	0.2679	0.3417	0.089	67.6374	55.7036	0.0022	79.3742	97.623	0.0035	0.1604	0.2938	0.0994	0.79	0.6637	0.7547	0.8907	0.8714	2.5533	0.3889	21.4729	29	9	46	0.271877042	0.306741811	8.045744125	2.844237616	2.843757043	2.358230039	3.411772385	12.2	47.4	14.2	19.4	13.5	3.6	5
PET0413	PET0413	5.967496689	41.76837016	6.999311828	13.66666667	2.241300394	4.283550097	1.374416876	10.66273655	4.761793428	3.135762558	229.4843	2613.3424	38.2693	44.8733	87.4607	88.138	88.9822	1.982965371	1.9642	2.2854	2.2897	0.3296	0.8031	0.4105	0.0804	0.2299	0.3888	0	66.0539	64.7658	0	122.6646	120.9939	0.0049	0.221	0.3644	0.0645	0.902	0.7272	0.7923	0.8822	0.8879	2.2889	0.3609	17.5166	14	10	28	0.241526168	0.253362563	9.391268759	3.777106061	3.544832447	2.301603865	4.080314994	8.8	36.6	NA	23.9	15.5	1	9
PET0414	PET0414	5.193695248	39.67270122	7.63862709	11.66666667	1.976138503	3.907617467	1.52052036	9.699560683	4.980237267	2.578000127	323.9707	4577.1736	50.6307	60.5367	117.856	124.2907	126.2853	2.086094881	2.0531	2.3278	2.4521	0.2709	0.4933	0.5492	0.08	0.2398	0.3375	0.0766	49.2454	67.2318	0.001	84.0268	82.7871	0.0013	0.3163	0.2895	0.1266	1.1218	0.6924	0.6121	0.7271	0.8874	1.7747	0.4411	18.6665	14	12	28	0.26289902	0.314357654	9.58974359	2.785771429	3.651937037	2.285869516	4.19522791	9.3	45.1	NA	25.3	14.1	1.2	11
PET0415	PET0415	7.518237878	38.39167366	5.106472325	12.66666667	2.011585936	3.67111386	1.384340348	9.286789163	4.664005648	2.648512723	267.4767	3746.8169	52.1547	61.722	89.662	98.1287	100.9397	1.635392567	1.5898	1.7192	1.926	0.2256	0.7159	0.3152	0.0943	0.1783	0.3334	0.1016	65.7448	59.6524	0.0007	157.0052	122.9609	0	0	0.3791	0.3213	1.1665	0.7161	0.7306	0.8812	0.884	1.7195	0.3746	11.6593	22	12	38	0.144833835	0.203134174	9.452380952	2.691154545	3.363693915	2.724993122	3.468772408	7.3	40.6	NA	21.1	13.1	0.6	14
PET0416	PET0416	7.234468067	38.67271849	5.34562018	12.66666667	2.015286389	3.418358959	1.429291952	8.724776131	4.369323356	2.394646845	210.4826	1881.0572	30.48	32.9353	86.7833	88.9	87.9262	2.669664463	2.6992	2.8472	2.9175	0.3417	0.475	0.7193	0.0775	0.2979	0.3212	0.1205	59.6443	33.3441	0.0023	73.2403	73.1645	0.0045	0.2674	0.2541	0.0723	0.6026	0.6295	0.7798	0.8843	0.893	2.8403	0.2949	27.8497	27	9	44	0.316796919	0.339518674	8.536585366	2.349397485	2.932796748	2.67099187	3.196035698	17.9	72.4	13.6	13.2	11.6	6.7	11
PET0417	PET0417	6.92381975	39.41919096	5.693272267	10.66666667	2.115686028	4.062593357	1.724857519	9.394962357	4.581644126	2.360380654	376.9467	6089.6652	55.372	69.088	143.3407	145.7113	145.943	2.112421839	2.1091	2.5887	2.6641	0.2324	0.7645	0.304	0.1089	0.2702	0.322	0.1013	51.9022	46.2154	0.001	119.7342	98.7478	0	0	0.3947	0.0729	1.9313	0.7402	0.6605	0.7367	0.8834	2.1115	0.435	20.9339	14	8	28	0.206988089	0.244855012	9.166666667	2.423728814	3.381660399	2.403345869	3.814127124	9	34.5	14.8	11.8	8.8	4.3	10
PET0418	PET0418	7.212954452	41.24124169	5.717662847	17.33333333	3.128215466	4.795884402	1.857608403	12.76229955	4.083180497	2.579928607	423.9902	6832.4164	58.674	78.6553	140.6313	143.256	143.1568	1.820052813	1.8213	2.3968	2.4853	0.2929	1.0274	0.2851	0.1068	0.2403	0.3397	0.078	50.4654	53.3832	0.0016	30.6267	140.5442	0.0028	0.0485	0.4028	0.1064	2.1599	0.6865	0.4246	0.5092	0.772	1.017	0.5823	16.979	22	15	38	0.238591791	0.22010839	11.62820513	2.065098268	3.777886895	4.072431339	2.855347128	15.4	72.3	NA	28.4	25.6	0	13
PET0419	PET0419	5.752385587	39.1145187	6.799703898	14	1.779263389	2.537825732	0.986320373	6.369748739	3.947026071	2.590103195	172.3009	1484.2193	28.956	32.0887	61.976	65.4473	67.0991	2.091050744	2.0396	2.1404	2.293	0.4883	0.5789	0.8434	0.0642	0.227	0.4271	0	95.1655	93.0826	0	121.4623	102.124	0.0071	0.3223	0.2398	0.1138	0.365	0.674	0.7565	0.8756	0.8782	2.1471	0.3974	18.0369	14	8	32	NA	NA	NA	NA	NA	NA	NA	5.5	16.3	11.3	NA	NA	NA	NA
PET0420	PET0420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PET0421	PET0421	6.762226198	38.94540133	5.759257409	14.33333333	2.166754123	2.801057943	1.385916223	7.928078877	3.690524062	2.021607685	260.9468	3427.5272	43.3493	57.9967	98.806	98.8907	96.7793	1.668703564	1.7051	2.2793	2.1731	0.3242	0.8555	0.379	0.1077	0.2237	0.3031	0	82.8876	56.1136	0	142.0315	118.2947	0	0	0.4098	0.1718	1.3387	0.6978	0.7986	0.9102	0.8868	2.2843	0.3754	15.0564	18	10	32	0.263666347	0.340289932	7.166666667	2.487707692	2.27903836	2.608589947	2.747333545	13.2	52.1	19.3	34	20	2.7	14
PET0422	PET0422	7.08897451	41.23997917	5.817481655	13	2.214903895	3.309392171	1.345275541	8.682308645	3.919906689	2.461429738	377.7432	6687.8863	58.5047	77.216	134.112	136.652	137.0236	1.774549316	1.7697	2.2923	2.3153	0.3473	1.0535	0.3297	0.0993	0.2222	0.342	0	66.2221	48.7619	0	153.1416	147.6542	0.0005	0.0318	0.4197	0.1554	1.9116	0.779	0.6733	0.7542	0.8801	1.8283	0.4569	15.7584	22	12	40	0.249261932	0.343955974	7.604651163	2.551346939	2.491290698	2.622069767	2.900247452	21.7	93.7	NA	31.1	16.1	4.3	10
PET0423	PET0423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PET0424	PET0424	7.265573528	41.00851678	5.644222939	9.5	2.260908161	4.674678139	1.611057674	10.87014242	4.857766631	2.909925248	275.0901	3754.1789	42.0793	58.5893	99.568	102.9547	102.6335	1.751744773	1.7572	2.3662	2.405	0.326	1.1489	0.2837	0.1067	0.2324	0.3368	0.1538	63.324	41.171	0.0017	167.0223	146.0314	0.0028	0.0126	0.5174	0.0721	1.6587	0.7911	0.7737	0.8893	0.8885	2.3737	0.4418	16.38	25	11	43	0.147785629	0.176104448	10.26329068	3.054259771	3.946535906	2.370218867	4.330102516	11.8	59.3	30.8	21.4	17.8	0.7	11
PET0425	PET0425	6.680649895	40.25812882	6.026079716	14	2.065429414	2.963830027	1.138715242	7.849604862	3.801496229	2.602983279	198.3303	1984.2254	33.02	38.1847	76.3693	80.518	79.1552	2.072955922	2.1086	2.3128	2.3972	0.2923	0.6462	0.4524	0.0895	0.2455	0.3423	0	45.43	43.3149	0	116.6291	97.3452	0	0	0.3389	0.1515	0.7706	0.6898	0.7579	0.8664	0.8845	2.3077	0.3626	19.4135	27	15	46	0.185753508	0.215328398	7.663977873	3.074567866	2.77427409	2.115429693	3.622894157	11.6	47.9	20.3	29.2	22	4.8	10
PET0427	PET0427	6.906146916	40.29091951	5.834066376	10.66666667	1.878333062	3.480281587	1.451919014	8.642880662	4.671908348	2.399923338	221.8186	2329.6369	35.1367	44.2807	80.4333	84.836	85.4771	1.93034663	1.9159	2.2892	2.3979	0.3084	0.8386	0.3678	0.1001	0.2366	0.3094	0	67.27	46.2252	0	122.7905	119.1453	0	0	0.3827	0.1659	1.0429	0.6805	0.6693	0.7692	0.8679	1.9477	0.443	17.6169	25	12	43	0.181940399	0.23227097	8.369047619	2.642288085	2.864628571	2.639790476	3.17034541	10.3	58.8	NA	24.6	15.2	4.2	10
PET0428	PET0428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	10	42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PET0429	PET0429	7.260977277	41.31223966	5.689625251	16.33333333	2.509792814	4.676313459	1.759347928	11.70673359	4.672425952	2.6633812	272.2687	3745.0033	50.546	56.388	99.6527	101.2613	100.7852	1.787351919	1.7958	1.9715	1.9736	0.3719	0.5796	0.6416	0.0758	0.1969	0.3619	0	95.3762	65.1998	0	118.0078	119.092	0.0007	0.0473	0.2866	0.1587	0.8143	0.6876	0.7448	0.8768	0.8492	1.8089	0.3417	14.1246	22	15	46	0.200603522	0.225329216	10.49523956	3.139372413	3.881171123	2.732897311	3.840334401	13.7	81.1	37.5	24.4	20.7	5.8	11
PET0430	PET0430	7.334132942	40.3182223	5.497339988	11.5	2.075719088	3.082021707	1.183960084	8.859916212	4.147846633	2.602173158	305.1581	4704.9082	58.0813	67.4793	104.648	108.2887	108.5659	1.608877093	1.6048	1.8017	1.8692	0.3032	0.7245	0.4185	0.0823	0.1714	0.3518	0	78.8211	57.3217	0	137.9078	128.2976	0	0	0.3411	0.1278	1.1502	0.6871	0.6495	0.7431	0.8746	1.4116	0.416	11.6448	23	13	41	0.152464555	0.21039532	9.7125	3.239353829	3.471325833	2.769848333	3.506509683	11.2	66.7	25.6	19.6	17	7.2	13
PET0609	PET0609	6.168975133	40.71909274	6.600625203	15.66666667	3.155596082	3.022504638	1.061595744	8.775021727	2.765853305	2.879746751	256.7314	2525.0631	24.638	44.6193	95.0807	98.7213	99.3583	2.226800958	2.2125	3.8591	3.9364	0.3299	1.5739	0.2096	0.128	0.3188	0.3025	0.0829	42.038	41.8812	0.0008	138.1641	151.944	0.0005	0.0515	0.5585	0.1512	1.8785	0.7854	0.6764	0.7864	0.8814	3.2562	0.5748	25.8728	38	22	58	0.272025022	0.315162922	9.493295218	3.161651324	3.183601636	3.126091946	3.036793346	26.3	180.2	55	42	37.1	0	22
PET0610	PET0610	6.723863012	41.14406841	6.119111638	17.5	2.836593461	2.353132309	0.721187685	7.029950307	2.484968032	3.264762069	328.358	4988.0976	60.452	74.676	97.3667	105.2407	104.2465	1.395983984	1.4093	1.6106	1.7844	0.3319	0.9384	0.3537	0.1007	0.1565	0.3368	0.1048	87.102	60.555	0.0021	135.1711	157.5926	0.0817	0.0075	0.3137	0.1644	1.2929	0.6468	0.5153	0.6305	0.8522	0.9726	0.5247	10.184	27	16	41	0.290672796	0.334329967	7.719833119	3.008711775	2.252707306	3.214418507	2.401626641	21.1	70.9	26	52	42	0	19
PET0611	PET0611	6.622525646	41.23191206	6.226010176	19.33333333	3.14533765	3.705284021	1.09764494	10.17255255	3.249935287	3.383542811	356.1545	5419.7168	42.164	70.7813	121.92	127.9313	127.7602	1.804999343	1.8074	2.8916	2.2777	0.3795	1.5241	0.249	0.1192	0.2557	0.3357	0	62.424	55.4722	0	339.6239	170.1308	0.0162	0.1043	0.5365	0.2344	2.2472	0.8107	0.7629	0.9268	0.9021	2.8945	0.5237	18.3334	27	15	49	0.284171572	0.346727111	8.841850561	3.45120389	2.968044436	2.90576169	3.042868447	25.4	79.1	35	46.5	35.1	0.5	15
PET0612	PET0612	6.064100168	40.35788401	6.655213947	22	3.154529011	3.343499827	1.144050283	10.01649567	3.171817075	2.941285772	320.0559	4769.5173	54.2713	65.7013	115.6547	121.666	122.0033	1.856938904	1.8518	2.131	2.248	0.273	0.5975	0.4569	0.0993	0.2262	0.3067	0.0443	58.1059	58.1205	0.0007	91.5604	110.0711	0.0018	0.0963	0.335	0.1389	1.3521	0.7111	0.7298	0.8331	0.8874	2.0232	0.3592	15.9499	25	16	48	0.233507206	0.316645011	9.159640523	3.515337993	2.913734935	3.332170652	2.748850968	24.5	114.9	45	35.4	33.1	2.4	14
PET0613	PET0613	5.697852988	39.41384567	6.917315304	23	2.93061695	3.318287024	1.321176759	9.505219901	3.254034408	2.606493262	386.4445	6569.1983	65.8707	73.3213	126.9153	135.4667	138.7848	1.892830596	1.8476	1.9267	2.1429	0.3432	0.6504	0.5277	0.0711	0.2037	0.3963	0	80.8694	65.6411	0	109.4387	119.6707	0.001	0.0491	0.2917	0.1788	1.1518	0.6528	0.5066	0.6146	0.8491	1.1808	0.5238	14.9993	31	20	NA	0.145525473	0.190610781	10.0379257	2.52230355	3.210962281	3.616001135	2.775974155	21.9	79.3	30	NA	NA	NA	NA
PET0614	PET0614	5.641594911	41.55997302	7.366706343	18.66666667	2.624962294	2.724830088	0.865969518	8.001987667	3.049981812	3.154520455	347.4738	4278.5219	48.9373	57.912	125.222	130.048	131.9995	2.279311714	2.2456	2.5588	2.688	0.3183	0.2664	1.1948	0.0714	0.2615	0.3072	0.0418	58.9209	60.2833	0.0009	34.2478	67.5908	0.0008	0.0945	0.1931	0.0882	0.8278	0.6156	0.3779	0.5119	0.6921	1.0394	0.5741	21.2651	NA	17	76	0.148221539	0.191590696	8.373737374	3.310710022	2.547352175	3.279033025	2.553721573	19.7	151.1	40.5	25.3	22.2	6.6	25
PET0615	PET0615	5.465726531	43.47498889	7.954109787	21	2.953671005	2.867442587	0.912020421	8.599446339	2.862779714	3.069714893	174.7332	1429.0437	26.162	34.1207	64.0927	67.31	68.5397	2.008742494	1.9727	2.4498	2.6283	0.3236	0.8964	0.361	0.0953	0.2512	0.3573	0	48.8569	54.2984	0	120.3782	127.5491	0.0055	0.0605	0.4073	0.0852	0.8653	0.7145	0.7607	0.8818	0.8909	2.4553	0.4146	18.9038	38	23	67	0.294075712	0.299724824	6.648648649	1.998575657	1.693361862	3.261924925	2.038259249	23.7	68.7	8.8	NA	NA	NA	NA
PET0616	PET0616	6.204381857	40.37799581	6.507980446	19.33333333	3.322172869	3.98467771	1.016301	11.47698449	3.45267201	3.917899309	287.5243	4653.8617	55.626	68.58	99.9067	104.394	105.4103	1.537041411	1.5222	1.796	1.8787	0.2755	0.9817	0.2806	0.0865	0.1619	0.3725	0.1657	70.5427	58.069	0.002	133.1786	155.7863	0.0036	0.0465	0.4543	0.1527	1.3974	0.7494	0.7662	0.8965	0.8889	1.8015	0.4016	10.9484	31	17	53	0.266614408	0.316981216	11.86324144	3.997203995	4.155661578	3.551918286	3.339953368	25.7	111.9	57.5	49.6	36	0	17
PET0617	PET0617	6.413369236	41.40449119	6.455965603	18.66666667	3.188693088	3.229597538	1.312090513	9.376161352	2.94322452	2.463718134	300.9852	4317.2602	45.974	62.6533	105.2407	109.728	111.1326	1.773770895	1.7514	2.2891	2.4477	0.2947	1.1087	0.2658	0.0986	0.224	0.3408	0.166	57.3266	51.6253	0.0018	217.2057	138.0819	0.0537	0.0107	0.4834	0.236	1.6809	0.7096	0.7722	0.8897	0.8937	2.2831	0.4288	15.9497	25	18	48	0.369565055	0.396278265	8.835412335	2.639072605	2.809914669	3.215582998	2.747685984	24.5	103.1	43	29.8	27	0.5	14
PET0618	PET0618	6.778553845	41.59662285	6.13650401	17.66666667	3.38091141	3.580437467	1.357095912	10.30392287	3.05773808	2.63635833	340.1591	5625.8812	58.5893	70.866	113.792	116.4167	121.356	1.712471425	1.6428	1.9422	2.0227	0.3309	1.1012	0.3005	0.0946	0.189	0.4004	0	69.107	58.0767	0	191.3391	0.7475	0.0038	0.0495	0.4782	0.1642	1.6617	0.696	0.7263	0.8134	0.8855	1.7266	0.4227	13.5184	27	22	51	0.349215876	0.38540905	9.916074564	2.588595808	3.445448644	3.025177275	3.277849085	26.6	115.6	12	41.2	32.6	0	16
PET0619	PET0619	5.474871685	41.57619128	7.594002869	20.33333333	2.973081061	3.081830425	1.225885918	8.976161739	3.028451959	2.533102152	312.067	4207.7837	43.8573	61.3833	111.506	116.332	116.7981	1.902766713	1.8952	2.5425	2.6683	0.2606	0.9903	0.2632	0.1049	0.2456	0.3253	0.0546	39.532	54.5073	0.0008	312.333	139.3976	0.0015	0.0415	0.4307	0.1202	1.707	0.7351	0.7662	0.914	0.9022	2.5411	0.4173	17.7835	49	22	68	0.439446291	0.502077769	9.464913264	2.570605526	3.277404906	2.910103452	3.252431888	21.3	159.5	39.8	33	28.4	13.4	21
PET0620	PET0620	4.580657403	37.6167852	8.212093131	18.5	2.620386099	2.813628244	0.926551558	7.772237207	2.964912133	3.044959688	310.5921	3967.0673	54.5253	60.96	106.5953	112.1833	112.5867	1.846894685	1.8403	1.955	2.024	0.2345	0.3804	0.6163	0.0858	0.2002	0.3086	0.1048	54.1461	47.1119	0.0016	70.6351	99.2111	0.0009	0.0758	0.2418	0.0972	0.8914	0.5993	0.432	0.5553	0.7371	0.9965	0.534	14.2516	33	21	59	0.356984081	0.357987038	7.109532778	2.91424899	2.330467717	2.448597344	2.903512411	31.2	168.9	39	37.8	35.9	1.5	21
PET0621	PET0621	6.133877074	42.27145709	6.891474442	21	3.111572853	3.983364488	1.262731556	10.80727543	3.474574302	3.159772669	288.4782	3843.3185	53.5093	62.5687	84.4127	93.3873	98.6172	1.576142704	1.4926	1.5775	1.8354	0.3861	0.7753	0.498	0.0814	0.171	0.3695	0	95.3799	73.2994	0	110.8466	136.7669	0.0011	0.0354	0.2971	0.3594	0.9851	0.6778	0.559	0.6875	0.8579	1.1493	0.5163	11.3359	29	19	52	0.299689217	0.298593253	10.99805068	3.388253242	3.634932586	3.72818551	2.949974097	24.3	122.8	43.5	46.6	28.2	1.2	21
PET0622	PET0622	6.608382639	41.68266389	6.307543943	19.33333333	3.398708505	3.984101383	1.355094606	11.34031714	3.343941551	2.942287153	340.0381	5371.2939	47.5827	70.7813	118.11	121.5813	123.4854	1.74460486	1.7177	2.4822	2.3089	0.3043	1.3345	0.228	0.1118	0.2305	0.3501	0.0672	43.59	56.5746	0.0006	335.8384	171.6404	0.0097	0.0323	0.5546	0.1086	2.0998	0.734	0.7763	0.8855	0.8855	2.4866	0.4769	16.1811	29	18	50	0.288457142	0.284855006	11.61184211	2.837688589	3.800430593	4.010980919	2.89501305	36.4	108.4	53	50.3	40	1.3	20
PET0623	PET0623	6.583898725	42.49013624	6.453643656	21	3.367510776	3.904124111	1.234221061	11.05690443	3.269780138	3.140658884	430.6395	5673.7378	50.7153	72.644	135.2973	138.8533	150.933	2.077707725	1.9114	2.6678	2.9126	0.3306	0.9716	0.3402	0.1097	0.261	0.2965	0	45.8718	29.9473	0	76.9085	124.6608	0.0006	0.2972	0.3579	0.3067	2.0365	0.7924	0.6284	0.7074	0.8721	1.9808	0.4685	18.9097	31	21	50	0.249800036	0.364475358	9.596322339	3.404360802	3.268491049	3.059340241	3.136729355	25.7	110.2	48	38.6	29.9	1.9	20
PET0624	PET0624	6.062084429	42.84014883	7.066900722	20.66666667	3.657112158	4.715593075	1.315541574	13.27396122	3.633241028	3.594459035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31	21	51	0.373819807	0.40958689	11.78253987	3.492887983	4.125177802	3.532184265	3.335765913	24	127.1	52	33.4	30.2	2.7	17
PET0625	PET0625	6.563855252	40.88576464	6.22892539	20.33333333	2.971777184	3.527158977	1.341515889	9.637746585	3.243079556	2.631763392	421.6399	7350.4369	54.61	89.2387	134.112	141.6473	156.7542	1.756571981	1.5873	2.4558	2.2942	0.2775	1.3473	0.206	0.1238	0.2299	0.2895	0.0888	48.8239	50.6986	0.0008	166.3218	111.8783	0	0	0.5116	0.3025	2.5665	0.7574	0.7045	0.8463	0.853	1.753	0.3937	14.8628	29	16	54	0.222212286	0.232174179	9.258167074	2.461335376	3.013899432	3.23036821	2.865978883	31.4	179.4	59	40.1	33.6	3.2	14
PET0626	PET0626	6.939644049	40.71849385	5.867519077	18.33333333	2.848309091	3.422072616	1.230169808	9.474606381	3.327591406	2.783387713	347.3091	5606.6913	48.006	67.818	115.9933	132.9267	134.258	1.979680911	1.96	2.4162	2.8705	0.2963	1.1711	0.253	0.1082	0.2597	0.3439	0	54.3043	47.7886	0	157.6088	148.1434	0.0017	0.019	0.5046	0.3638	2.1052	0.7389	0.6985	0.8824	0.8874	2.4248	0.5025	19.7483	27	15	53	0.357103026	0.378997063	9.8769709	2.794972848	3.421185569	3.034599762	3.254785367	28.7	105.3	56	35	28	0	12
PET0627	PET0627	5.554868144	39.37543764	7.088455858	20.66666667	2.947755278	3.036922941	1.06816652	8.84523218	2.997559271	2.842275139	335.5134	4575.9908	56.388	63.8387	123.444	128.778	130.9563	2.051362261	2.0172	2.1892	2.3287	0.1862	0.3003	0.62	0.0962	0.2404	0.2912	0.1029	69.1459	47.8737	0.0009	60.8333	101.9468	0.0014	0.1103	0.275	0.0961	1.1574	0.6055	0.7671	0.8874	0.8847	2.1917	0.2368	17.5634	29	22	58	0.299991622	0.351614338	9.157713729	3.376375606	3.141354843	2.875004043	3.185287253	33.6	140.1	23	40.7	26.8	2.9	23
PET0628	PET0628	6.592397794	41.97710872	6.367502392	18.66666667	2.891141211	2.620262085	1.025162697	8.008790438	2.773775174	2.555247057	282.2234	2968.589	36.6607	53.4247	83.566	92.3713	91.9229	1.720606761	1.729	2.2794	1.8275	0.351	1.0416	0.337	0.1152	0.2379	0.3525	0	77.1011	56.0485	0	164.1758	147.1859	0.0134	0.4539	0.3905	0.2583	1.2635	0.6714	0.4349	0.5544	0.8187	1.0822	0.6063	16.4261	27	19	50	0.269465474	0.300477696	9.328828829	2.397086061	2.881457733	3.565913363	2.616112025	25	132.4	24.5	39.1	26	1.3	20
PET0629	PET0629	6.843952834	38.3842744	5.608494877	19.66666667	2.776308747	2.841485559	1.121501134	8.347614202	3.01885487	2.521092372	261.6893	3061.9652	41.9947	46.3127	102.7853	104.14	105.461	2.27715076	2.2486	2.4476	2.4433	0.4052	0.3649	1.1105	0.0576	0.2502	0.3471	0	69.7579	56.0518	0	38.8201	77.9573	0.0016	0.1315	0.1859	0.093	0.5316	0.6176	0.6412	0.7118	0.8765	1.8852	0.3944	20.9625	25	12	46	NA	NA	NA	NA	NA	NA	NA	15	81.4	NA	36.6	20.6	0	14
PET0630	PET0630	6.638315008	40.96999657	6.171746372	16	2.723719985	2.00424294	0.953031591	6.680513517	2.45648261	2.119612484	301.8064	4208.393	45.466	66.294	108.204	108.458	110.7891	1.671178387	1.636	2.3799	2.3421	0.2514	1.2142	0.2071	0.1245	0.2259	0.2966	0	57.6525	49.3704	0	144.8385	158.8802	0.0015	0.0539	0.5466	0.0979	1.9505	0.776	0.7984	0.8949	0.8887	2.3879	0.4148	15.0679	29	17	58	NA	NA	NA	NA	NA	NA	NA	33	132.4	35	42.2	30.2	0.5	18
PET0631	PET0631	5.735919651	40.25991935	7.018912711	20	3.184536517	2.714760546	0.984325044	8.037545918	2.529467257	2.777660622	361.5494	5759.3146	67.3947	72.7287	114.1307	134.2813	137.8572	1.895499301	1.8463	1.6935	2.0507	0.2726	0.2965	0.9195	0.0766	0.1945	0.3076	0	72.4243	57.37	0	30.7652	93.1992	0.0008	0.1014	0.2192	0.3407	0.8987	0.6037	0.6208	0.8221	0.7581	1.5423	0.3863	14.3675	31	19	60	NA	NA	NA	NA	NA	NA	NA	30.2	135.5	14.3	38.7	29.7	2	17
PET0632	PET0632	7.44937827	41.3557503	5.551570722	18	3.107312727	2.446377882	1.02828228	7.428828262	2.392876868	2.380007015	301.1836	3648.2221	35.8987	57.0653	105.5793	108.7967	110.359	1.933907296	1.9065	2.941	3.0718	0.375	1.2311	0.3046	0.1199	0.2746	0.3302	0.137	62.1326	37.9389	0.0028	126.2963	129.2634	0	0	0.4641	0.1067	1.7321	0.7451	0.7461	0.8953	0.8508	2.6611	0.4678	19.8811	25	16	48	NA	NA	NA	NA	NA	NA	NA	26.5	120.8	44.5	39.5	30	2.3	16
PET0633	PET0633	6.874921507	40.76146749	5.929008419	20.66666667	3.219191248	3.071527764	0.981209954	9.12113633	2.849160327	3.138530169	278.7409	3540.7098	42.3333	57.658	101.2613	103.886	103.4262	1.793787506	1.8018	2.392	2.4334	0.286	0.934	0.3062	0.1068	0.2367	0.3032	0	71.4761	49.6361	0	56.5857	123.7697	0.0031	0.0352	0.4195	0.1405	1.4912	0.7113	0.7602	0.8776	0.859	2.1776	0.3657	16.661	33	20	57	0.051045142	0.023805777	9.581081081	3.577280276	3.042243243	3.496594595	2.740117798	18.3	165.1	43.5	24.1	17.9	1.5	17
PET0634	PET0634	6.963252717	41.75201711	5.996050812	20.66666667	2.849530105	3.248431098	1.198920368	9.016262205	3.16604581	2.720408433	282.9452	3250.2946	35.6447	51.6467	99.568	103.124	105.3543	2.039903808	1.9967	2.7933	2.9279	0.3183	1.1686	0.2724	0.1135	0.2738	0.3203	0	46.6794	49.9979	0	157.5665	138.4817	0.0038	0.064	0.4811	0.147	1.68	0.7469	0.7395	0.8515	0.8612	2.2388	0.3733	20.9017	25	18	46	0.28665744	0.302127983	9.358108108	3.110616063	2.95771997	3.442668168	2.71827189	20.2	118.9	NA	38.5	29.3	1	17
