FID	IID	Total_N	Total_C	C_N_ratio	Ligules_number	Disk_diameter	Petal_length	Petal_width	Flower_head_diameter	Flower_FHDD_ratio	Petal_LW_ratio	Leaf_Perimeter	Leaf_Area	Leaf_Width_mid-height	Leaf_Maximum_width	Leaf_Height_Mid-width	Leaf_Maximum_height	Leaf_Curved_height	Leaf_CurvedHeight_MaxWidth	Leaf_Fruit_shape_index_external_I	Leaf_Fruit_shape_index_external_II	Leaf_Curved_fruit_shape_index	Leaf_Proximal_fruit_blockiness	Leaf_Distal_fruit_blockiness	Leaf_Fruit_shape_triangle	Leaf_Ellipsoid	Leaf_Circular	Leaf_Rectangular	Leaf_Shoulder_height	Leaf_Proximal_angle_micro	Leaf_Proximal_angle_macro	Leaf_Proximal_indentation_area	Leaf_Distal_angle_micro	Leaf_Distal_angle_macro	Leaf_Distal_indentation_area	Leaf_Distal_end_protrusion	Leaf_Obovoid	Leaf_V_asymmetry	Leaf_H_asymmetry_ob	Leaf_Width_widest_pos	Leaf_Eccentricity	Leaf_Proximal_eccentricity	Leaf_Distal_eccentricity	Leaf_Fruit_shape_index_internal	Leaf_Eccentricity_area_index	Leaf_Lobedness_degree	Days_to_budding	TLN	DTF	Guides_3_petals	Guides_individual_petal	Flower_head_diamater_from_UV_pictures	Petal_LW_ratio_UV_pictures	Average_length_3_petals_UV_pictures	Disk_diameter_UV_pictures	Flower_FHDD_ratio_UV_pictures	Stem_diamater_at_flowering	Plant_height_at_flowering	Peduncle_lenght_of_first_flower	Stem_diameter_final_before_1st_node	Stem_diameter_final_after_5th_node	Distance_of_first_branching_from_ground	Primary_branches
GSD1009	GSD1009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSD1039	GSD1039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSD1085	GSD1085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSD1139	GSD1139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSD1169	GSD1169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSD1184	GSD1184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSD1258	GSD1258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSD1276	GSD1276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSD1329	GSD1329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSD1375	GSD1375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSD1503	GSD1503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSD1573	GSD1573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSD1707	GSD1707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSD1732	GSD1732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSD1795	GSD1795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSD2008	GSD2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSD2031	GSD2031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSD2067	GSD2067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSD2252	GSD2252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSD983	GSD983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MON014	MON014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MON069	MON069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MON106	MON106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MON151	MON151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MON220	MON220	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MON263	MON263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MON308	MON308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MON365	MON365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MON401	MON401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MON459	MON459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MON520	MON520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MON564	MON564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MON606	MON606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MON658	MON658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MON713	MON713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MON768	MON768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MON818	MON818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MON862	MON862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PET0301	PET0301	6.257783579	39.55778903	6.321373778	19	2.606705358	3.075174091	1.021060019	8.70736778	3.341911243	3.036475185	349.9955	3814.7522	31.75	51.816	124.968	126.238	130.078	2.510382893	2.4363	3.936	3.9852	0.2933	1.1333	0.2588	0.1155	0.3299	0.326	0.1042	44.4647	38.824	0.0013	160.8679	88.4857	0.004	0.2918	0.4438	0.1556	2.0661	0.745	0.6456	0.9591	0.7533	2.4922	0.452	28.6331	39	17	53	0.327340662	0.358898977	7.961289313	3.138958457	2.764785953	2.431717407	3.273936885	21.7	114.7	19	28.6	18.5	4.5	17
PET0302	PET0302	6.784138932	40.12883337	5.915096045	15.33333333	2.918394246	3.777739279	1.869855062	10.3302663	3.541210517	2.021589282	361.3374	5797.9526	54.6947	71.7973	118.0253	129.286	127.8814	1.781144973	1.8007	2.1579	2.2747	0.2167	1.1006	0.1969	0.1101	0.2279	0.3466	0.0633	39.8773	37.7243	0.0021	149.1015	146.8564	0.0017	0.0344	0.4828	0.1794	2.0292	0.6975	0.6645	0.7965	0.8848	1.7483	0.4289	16.5571	27	16	56	0.395097497	0.41493804	8.997312247	2.20637225	3.230797611	2.535717026	3.548231982	22	118.8	45.5	31	26.3	0	16
PET0303	PET0303	6.189987937	40.23764726	6.500440336	14.66666667	3.14094799	4.516229794	1.635035734	11.96591759	3.80597594	2.778750771	333.6761	5250.6203	50.3767	66.3787	119.2107	121.0733	122.7332	1.848984689	1.824	2.3664	2.5273	0.3697	1.163	0.3179	0.1014	0.2399	0.3871	0	66.7193	43.9714	0	9.6398	163.5281	0.0151	0.0309	0.5307	0.1358	1.8777	0.7956	0.7796	0.882	0.8813	2.3305	0.429	17.5593	31	20	58	0.365860076	0.399394588	10.74004438	2.894057968	4.024258072	2.691528241	3.990314581	29.6	127.4	56	56.5	41.2	1.3	19
PET0304	PET0304	6.191089791	42.04648233	6.7914509	16	2.671973326	4.036816981	1.546622221	10.29251026	3.841023749	2.605826076	312.1544	4702.6501	55.7953	65.4473	110.4053	110.8287	112.5658	1.719945666	1.6934	1.9788	2.008	0.3475	0.7299	0.4761	0.091	0.2011	0.343	0	74.9665	55.2794	0	99.8136	122.7773	0.0018	0.116	0.3521	0.0563	1.146	0.6987	0.789	0.8881	0.8798	1.9398	0.3427	13.7501	25	17	48	0.510932625	0.520511693	9.699833272	2.932917604	2.988329365	3.723174542	2.605258809	30.8	109.3	32.8	67.3	32	1	21
PET0305	PET0305	5.613509244	40.17304007	7.156493082	17.33333333	2.78821288	3.992650478	1.266889498	10.13959429	3.637225651	3.14572135	375.5395	4682.1483	40.8093	57.8273	132.4187	141.1393	140.9324	2.437125717	2.4407	3.2448	3.3764	0.3029	0.6452	0.4695	0.1003	0.3057	0.2997	0	32.2274	35.6964	0	77.6476	89.5773	0.0032	0.3187	0.3394	0.2572	1.8247	0.7102	0.3277	0.4216	0.8065	1.092	0.6717	26.4013	38	19	59	0.334252038	0.386780865	5.866943039	3.259706177	3.770849943	4.192186192	1.399494863	26.9	141.9	61	30.9	35.2	0.2	19
PET0306	PET0306	6.638086703	40.43731772	6.091712797	19.33333333	2.755634794	4.431661241	1.205394834	11.71677074	4.257809515	3.680761389	351.4839	4137.791	40.8093	50.546	132.842	137.922	137.3121	2.716576979	2.7286	3.2552	3.242	0.2573	0.6037	0.4261	0.0865	0.3165	0.3285	0.1168	41.0085	35.2509	0.0014	23.1896	69.7528	0.0155	0.0432	0.3262	0.0961	1.5206	0.7037	0.5921	0.6708	0.8877	2.3398	0.4596	29.9914	27	16	48	0.325492605	0.363631852	10.65688155	3.368296007	3.837715265	2.981451022	3.574394305	NA	NA	32.5	35.3	21.2	0.2	15
PET0307	PET0307	2.669932869	39.22991907	14.69322301	15.75	2.635604915	3.682280224	1.245647883	9.666692289	3.683154695	2.987682852	318.7208	3723.6915	39.2007	54.4407	109.0507	124.7987	123.5815	2.270020408	2.2924	2.7819	3.0952	0.2916	0.406	0.7181	0.1136	0.2931	0.2745	0	86.3566	38.8283	0	26.3366	103.2743	0.001	0.1118	0.3329	0.215	1.5714	0.6897	0.5472	0.6689	0.8986	2.3846	0.5881	24.1595	33	21	60	0.464824178	0.50886567	8.521605146	2.958908737	2.541517957	3.438569232	2.478241551	22.6	122.9	15	35.9	20.7	2.3	26
PET0308	PET0308	5.453348275	40.75170986	7.472786958	15.66666667	2.955669344	3.888113879	1.384243755	10.3238749	3.493191679	2.830283474	317.021	3598.0143	40.8093	50.6307	113.1147	119.9727	121.5237	2.400197904	2.3696	2.7718	2.3445	0.3195	0.5871	0.5442	0.0926	0.2921	0.3132	0	44.7886	43.4458	0	63.3127	103.1629	0.0015	0.0563	0.3169	0.1225	1.2272	0.6475	0.5946	0.8835	0.7309	1.7991	0.3834	24.6272	31	21	56	0.334518242	0.356253249	9.356460307	2.781202454	3.361938048	2.632584211	3.554097252	22.6	155.7	23.7	33.1	NA	2.8	25
PET0309N	PET0309N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PET0310	PET0310	5.996195622	40.29857491	6.720690493	13.33333333	2.513214107	4.371527061	1.444639476	10.78023439	4.301455578	3.053556014	338.8769	4037.2034	34.9673	54.1867	134.62	136.9907	138.0476	2.547628846	2.5281	3.8499	3.8175	0.2349	0.9201	0.2553	0.1205	0.3332	0.2874	0	38.0439	29.7926	0	78.5051	107.3343	0.003	0.2375	0.4582	0.0477	2.2703	0.7289	0.731	0.8336	0.8795	3.5602	0.4527	29.8839	41	15	60	0.42063082	0.452804482	10.41938489	3.19842186	3.912126339	2.595132213	4.014972663	14	95.2	40.5	20	13	12.4	12
PET0311	PET0311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57.4	30.3	1.5	17
PET0312	PET0312	6.626229014	41.15677088	6.211190526	14.33333333	2.537265562	3.57163226	1.100851658	9.729842084	3.914868254	3.281663557	278.6643	3957.777	55.2027	60.3673	97.79	99.822	102.2819	1.694326233	1.6536	1.7715	1.7843	0.362	0.4831	0.7492	0.0655	0.1663	0.3656	0	85.9239	62.7524	0	88.9466	104.2384	0.0029	0.1815	0.2492	0.0902	0.6741	0.5954	0.7827	0.8882	0.8874	1.7731	0.318	11.8094	27	17	48	0.2392318	0.302803281	9.341740374	3.270872343	3.474359308	2.393021759	3.903742346	21.8	86.2	46.5	30.4	22	1.7	16
PET0313	PET0313	6.4467534	40.95699458	6.353119476	19	3.311283581	4.270223435	1.594388903	11.60695365	3.504921847	2.679986096	281.9838	4124.9523	52.4933	64.1773	95.758	97.282	101.7781	1.585889403	1.5158	1.8242	1.8606	0.3097	1.0177	0.3043	0.086	0.1574	0.3755	0	70.796	66.5674	0	117.014	13.0242	0.008	0.0928	0.4816	0.0982	1.3483	0.7415	0.7875	0.8977	0.8924	1.8226	0.388	11.1475	35	18	NA	0.149662323	0.182715881	11.25356257	2.685643285	3.832362357	3.58883786	3.135712175	17.9	87.9	46	46.8	24	0.5	22
PET0314	PET0314	5.919820608	41.7258446	7.04849815	17	3.198467134	4.320363885	1.627617594	11.25643335	3.526979631	2.661103493	332.3081	4918.535	50.4613	69.4267	111.5907	117.2633	115.016	1.656653708	1.689	2.2114	2.2558	0.3255	1.0503	0.3099	0.1074	0.2177	0.323	0	56.8252	49.6582	0	221.9509	124.6517	0.0203	0.0201	0.4217	0.107	1.7654	0.6932	0.5853	0.6818	0.8747	1.5341	0.5104	14.9855	35	24	59	0.323160216	0.353345322	10.59607416	2.894224597	3.694463878	3.207146404	3.303894748	28.3	151.9	NA	33.1	26.1	1	25
PET0315	PET0315	5.31103743	40.22196988	7.573279309	18	2.843393085	3.762996179	1.328274939	10.26278519	3.615314563	2.832379297	246.091	2844.3241	39.5393	51.3927	89.4927	89.8313	90.6785	1.764423741	1.7479	2.2634	2.2739	0.2398	1.0621	0.2258	0.0982	0.214	0.3363	0	48.1326	48.6585	0	110.244	136.9152	0.0029	0.081	0.4625	0.0556	1.3492	0.753	0.7226	0.8021	0.8876	1.9845	0.4147	15.2059	36	19	57	0.161260794	0.177013815	8.791135005	2.748010618	3.02304606	2.745042884	3.202549241	18.2	106	55.5	24.2	22.6	0.5	19
PET0316	PET0316	6.285141259	41.12762949	6.543628503	17.33333333	2.727813701	2.824904634	0.965729296	8.151824411	2.985759039	2.920215179	239.5139	2791.127	40.2167	47.9213	88.138	88.9	89.4658	1.866931824	1.8551	2.1916	2.2608	0.3305	0.8484	0.3896	0.0844	0.2215	0.3612	0.1129	80.9763	61.2517	0.0037	35.8469	127.0835	0.0091	0.0961	0.4013	0.1713	0.904	0.6819	0.7931	0.9024	0.9173	2.2011	0.3656	16.3415	31	24	58	0.295463957	0.359862753	7.590266175	3.279139104	2.521170307	2.547925561	2.978998402	19	98.5	11.5	20.7	17.8	0	23
PET0317	PET0317	6.598511835	39.46970024	5.981606342	14.33333333	2.973628638	4.711876134	1.573002772	11.99696355	4.059279221	3.008385707	317.5931	4569.403	53.7633	64.6853	110.1513	119.2953	120.6397	1.865024975	1.8442	2.0488	2.2398	0.2866	0.5843	0.4906	0.0988	0.222	0.3043	0.1045	63.0644	51.3486	0.002	78.9068	133.0123	0.0006	0.0682	0.3183	0.2328	1.3103	0.6866	0.6648	0.766	0.8611	1.7931	0.398	16.0416	27	17	46	0.195172752	0.277143195	9.913084583	2.721184769	3.575919444	2.761245694	3.590076973	22.3	83.7	42	52.4	25.4	0.5	17
PET0318	PET0318	6.704420873	40.80810402	6.086745566	16.33333333	2.658925717	3.579694786	1.194470764	9.564331309	3.61236727	3.005364939	353.494	5651.2647	63.754	75.5227	123.19	129.032	128.1409	1.696720324	1.7085	1.9323	1.9967	0.2297	0.5843	0.3932	0.0973	0.1978	0.3018	0	58.5442	35.7302	0	81.4582	127.1946	0.0015	0.0843	0.3301	0.1607	1.5167	0.6196	0.6238	0.7137	0.8837	1.489	0.3962	13.5284	29	18	50	0.241455349	0.305896473	9.383867135	2.801821437	3.347465971	2.688935192	3.489807848	33.5	127.2	42	39	28	0	18
PET0319	PET0319	6.556243961	39.99064849	6.099627886	15	2.623495931	3.53876079	1.385580618	9.368614116	3.595028813	2.557675295	352.6978	5327.165	49.1913	66.3787	121.4967	130.9793	130.9583	1.972896426	1.9732	2.4699	2.6099	0.3098	1.0241	0.3025	0.1038	0.2599	0.324	0	59.2634	44.5418	0	133.8269	130.2753	0	0	0.4197	0.2577	1.9594	0.7514	0.555	0.6535	0.8711	1.6693	0.5339	19.6244	33	21	58	0.298143013	0.342707095	8.656014901	3.057330896	3.193726181	2.26856254	3.815638647	18	94.5	34	36.1	28	0	19
