FID	IID	TLN	LIR	Days_to_budding	DTF 	Stem_diamater_at_flowering	Plant_height_at_flowering	Internode_length	Stem_diameter_final_before_1st_node	Stem_diameter_final_after_5th_node	Distance_of_first_branching_from_ground	Primary_branches	SLA_mm2_per_mg	Leaf_total_N	Leaf_total_C	Leaf_C_N ratio	Disk_diameter	Petal_length	Petal_width	Flower_head_diameter	Petal_LW_ratio	Flower_FHDD_ratio	Guides_3_petals	Guides_individual_petal	Guides_3_petals_mod	Guides_individual_petal_mod	Flower_head_diamater_from_UV_pictures	Petal_LW_ratio_UV_pictures	Average_length_3_petals_UV_pictures	Disk_diameter_UV_pictures	Dark_petal	Stem_colour	Petiole_main_veins_colour	Darker_axillae	Leaf_Perimeter	Leaf_Area	Leaf_Width_mid-height	Leaf_Maximum_width	Leaf_Height_Mid-width	Leaf_Maximum_height	Leaf_Curved_height	Leaf_CurvedHeight_MaxWidth	Leaf_Fruit_shape_index_external_I	Leaf_Fruit_shape_index_external_II	Leaf_Curved_fruit_shape_index	Leaf_Proximal_fruit_blockiness	Leaf_Distal_fruit_blockiness	Leaf_Fruit_shape_triangle	Leaf_Ellipsoid	Leaf_Circular	Leaf_Rectangular	Leaf_Shoulder_height	Leaf_Proximal_angle_micro	Leaf_Proximal_angle_macro	Leaf_Proximal_indentation_area	Leaf_Distal_angle_micro	Leaf_Distal_angle_macro	Leaf_Distal_indentation_area	Leaf_Distal_end_protrusion	Leaf_Obovoid	Leaf_V_asymmetry	Leaf_H_asymmetry_ob	Leaf_Width_widest_pos	Leaf_Eccentricity	Leaf_Proximal_eccentricity	Leaf_Distal_eccentricity	Leaf_Fruit_shape_index_internal	Leaf_Eccentricity_area_index	Leaf_Lobedness_degree	Green_RGB_NEW	Phyllaries_diameter	Phyllaries_length	Phyllaries_width	Phyllaries_LW_ratio	Flowerhead_to_phyllaries_diameter_ratio	Disk_to_phyllaries_diameter_ratio	Seed_perimeter	Seed_area	Seed_width_mid_height	Seed_maximum_width	Seed_height_mid_width	Seed_maximum_height	Seed_curved_height	Seed_HW_ratio	Seed_fruit_shape_index_external_I	Seed_fruit_shape_index_external_II	Seed_curved_fruit_shape_index	Seed_proximal_fruit_blockiness	Seed_distal_fruit_blockiness	Seed_fruit_shape_triangle	Seed_ellipsoid	Seed_circular	Seed_rectangular	Seed_shoulder_height	Seed_proximal_angle_micro	Seed_proximal_angle_macro	Seed_proximal_indentation_area	Seed_distal_angle_micro	Seed_distal_angle_macro	Seed_distal_indentation_area	Seed_distal_end_protrusion	Seed_ovoid	Seed_v_asymmetry	Seed_h_asymmetry_ov	Seed_width_widest_pos	Seed_eccentricity	Seed_proximal_eccentricity	Seed_distal_eccentricity	Seed_fruit_shape_index_internal	Seed_eccentricity_area_index	Seed_lobedness_degree
ANN1054	ANN1054	31	0.645833333	48	82	41.1	243	7.838709677	61	38	17.5	27	15.37533377	4.054	43.195	10.65568788	2.978697165	5.437944106	2.132460083	13.23461899	2.53180954	4.460153506	0.245244954	0.339128895	0.245244954	0.339128895	NA	3.082751966	NA	NA	0	4	3	1	641.3047	15358.4209	86.106	124.968	202.692	214.63	219.3848	1.755527815	1.7175	2.354	2.5528	0.2212	1.2006	0.1843	0.1227	0.2382	0.3005	0.1239	44.5483	41.604	0.0015	197.4611	140.6881	0.0372	0.013	0.4613	0.0986	1.253	0.7219	0.5047	0.578	0.8641	1.3481	0.5559	16.1849	0.476510964	6.620750973	3.160335294	0.798098909	3.971457164	2.007281192	0.449984302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN1055	ANN1055	29	0.805555556	36	61	32.5	164.2	5.662068966	35	34	13	27	26.05728736	5.577	43.696	7.834507489	3.161196916	3.906355168	1.2963502	10.76347	2.96427668	3.405297822	0.235126023	0.306874696	0.235126023	0.306874696	9.388156013	3.046568512	3.234460974	2.919234064	0	3	3	1	526.4077	11525.1382	93.726	113.284	167.386	172.212	185.4662	1.637179125	1.5202	1.7859	1.8819	0.1789	0.7642	0.234	0.102	0.165	0.3327	0.0514	37.1091	52.3719	0.001	131.5039	110.7992	0.0079	0.4803	0.359	0.1031	0.7445	0.6493	0.5554	0.633	0.8282	1.1394	0.4545	10.5524	0.463720449	5.40775639	2.237853535	0.680345215	3.29717555	1.989776181	0.584679991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN1056	ANN1056	52	0.626506024	83	114	46.9	322	6.192307692	40	NA	12	52	20.26269961	3.342	38.487	11.51777856	2.88413215	4.213242753	1.208723865	11.44357532	3.386424607	3.967770796	0.351898409	0.342252999	0.351898409	0.342252999	NA	2.850316842	NA	NA	0	1	2	1	481.6403	9841.5932	79.248	105.156	143.256	150.622	157.5553	1.49830062	1.4324	1.8077	1.8332	0.2276	1.1506	0.1978	0.113	0.1578	0.3589	0.0912	54.7948	65.242	0.0017	31.8633	9.1901	0.0481	0.0479	0.5127	0.057	0.8302	0.7128	0.8007	0.881	0.9405	1.6809	0.3118	10.7083	0.441519552	5.339762575	2.140181112	0.681485054	3.143061076	2.143086917	0.540123668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN1057	ANN1057	30	0.638297872	47	66	54.8	171.3	5.71	69	63	10.5	27	25.01424533	5.117	43.549	8.510782943	3.089459163	3.84075706	1.546519552	10.67399618	2.416995004	3.452668789	0.30900936	0.381360012	0.30900936	0.381360012	9.547876448	2.703020639	3.43871399	2.670448468	0	3	3	0	515.2946	10583.5272	64.262	110.744	155.702	177.8	186.6091	1.685049303	1.6055	2.4229	2.4809	0.2055	1.2846	0.16	0.129	0.2201	0.3081	0.0618	28.7164	39.4522	0.0013	44.3521	154.0522	0.0027	0.0679	0.459	0.122	1.0167	0.7587	0.6724	0.8818	0.872	2.217	0.523	14.3778	0.456139334	5.964279947	2.576236335	0.686404334	3.770892284	1.797822698	0.520675766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN1058	ANN1058	50	0.961538462	52	77	53.1	182.3	3.646	67	62	14	46	23.80479548	4.958	43.742	8.822675072	3.541638394	4.078881326	1.898632175	11.11667074	2.207116558	3.15217177	0.493530939	0.505461492	0.493530939	0.505461492	NA	2.089519791	NA	NA	0	1	1	1	531.6814	10312.2374	77.724	101.346	163.83	167.132	192.2825	1.89728751	1.6491	2.1078	2.2146	0.1961	1.0882	0.1802	0.0998	0.1863	0.3724	0.1436	45.1668	50.9015	0.0024	110.8546	214.1206	0.0054	0.0602	0.4465	0.0427	0.8197	0.6676	0.7519	0.8853	0.8517	1.9147	0.3737	13.0578	0.479839863	6.806116739	2.899714207	0.875267563	3.313827198	1.634311782	0.54702935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN1059	ANN1059	66	0.785714286	84	119	45.4	373	5.651515152	46	33	9.7	63	20.04700909	3.57	43.299	12.12785411	2.097198198	NA	NA	NA	NA	NA	0.503174705	0.539926688	0.503174705	0.539926688	NA	2.935531956	NA	NA	0	2	3	0	464.3409	10803.3332	88.646	104.902	153.416	158.242	163.6599	1.560121828	1.5085	1.7307	1.7758	0.2092	0.9914	0.211	0.0924	0.1554	0.386	0.1043	347.2854	63.1625	0.0036	124.5976	4.576	0.0099	0.0753	0.4426	0.0251	0.6997	0.7293	0.7588	0.8806	0.8661	1.662	0.3713	10.3149	0.473474882	3.812526969	1.651758921	0.693620416	2.391548001	NA	0.549564573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN1060	ANN1060	30	0.652173913	46	70	36.3	163.6	5.453333333	37	32	9	29	23.98266507	5.304	44.591	8.407663064	2.619534409	4.044487531	1.273518115	10.69350782	3.254075359	4.092443006	0.263688663	0.28542922	0.263688663	0.28542922	11.06843382	3.749090016	3.865843578	3.336746662	0	0	1	0	519.6276	8986.3046	71.628	98.806	133.604	155.956	175.1709	1.772877153	1.5784	1.8652	1.6148	0.1773	1.1418	0.1553	0.1184	0.1926	0.3577	0.09	40.7052	55.2195	0.0032	337.7495	36.2064	0.0568	0.0157	0.5284	0.1074	0.892	0.7334	0.6819	0.8932	0.88	1.7563	0.439	13.0791	0.483612178	5.626797109	2.603946409	0.670071213	3.89261696	1.906842166	0.46294896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN1061	ANN1061	19	0.863636364	22	48	31.2	121.6	6.4	39	36	8.5	16	26.08421776	6.845	43.984	6.425560753	4.138834774	4.447533045	1.851794781	12.66158511	2.45709868	3.06375165	1	1	1	1	10.79561551	2.538044914	3.781366817	3.232881874	NA	4	4	1	790.6665	20207.4435	112.268	156.972	184.658	216.916	258.1858	1.64478888	1.3819	1.6448	2.0329	0.2602	1.1131	0.2337	0.1229	0.1648	0.3313	0.082	58.1452	68.1977	0.0013	257.5196	223.356	0.0022	0.0475	0.4072	0.2552	1.1209	0.6552	0.6331	0.8491	0.8724	1.2857	0.4313	10.4428	0.456414389	7.604591499	3.5521541	1.75325146	2.03309978	1.664035895	0.543974139	12.376775	8.89575	2.5003	2.587625	4.4449875	4.4714625	4.6586125	1.800342979	1.729425	1.78055	1.8302375	0.81325	0.4699125	1.7353125	0.05145	0.1770625	0.4786	0.0152875	107.0102	139.997425	0.009475	119.535825	79.89415	0.0008125	0.0092625	0.254775	0.0383875	0.2023	0.3993375	0.76785	0.8804875	0.86375	1.7122375	0.3949125	13.2044375
ANN1062	ANN1062	19	0.59375	32	51	28.2	121.9	6.415789474	32	30	20.5	14	21.90368086	6.266	43.874	7.002091087	5.320207506	5.934756663	1.858907087	17.72048916	3.233323488	3.330635991	1	1	1	1	14.86801696	3.193837204	5.122090202	4.62383656	NA	3	4	1	626.3834	13170.6833	107.442	131.826	143.002	164.592	193.6982	1.469347473	1.2486	1.331	1.7371	0.1868	1.0236	0.1824	0.1245	0.1471	0.3462	0.133	51.6553	60.7116	0.0026	4.5826	19.218	0.0052	0.0412	0.504	0.1929	0.9083	0.7088	0.711	0.8967	0.9218	1.2568	0.3523	8.3802	0.458336295	9.573564472	4.019330738	1.505587324	2.669947016	1.855543139	0.557025223	13.01725	9.137325	2.3455375	2.5148875	4.8471875	4.869675	5.0217	1.996789121	1.9450625	2.0815875	2.1185	0.8230875	0.444425	1.855425	0.0621875	0.212975	0.4624375	0.016375	103.38595	138.2749125	0.0038625	94.5230875	66.451975	0.0011625	0.07015	0.3104625	0.0233625	0.2747625	0.3271625	0.7395	0.8700625	0.836675	1.908575	0.416375	16.85515
ANN1063	ANN1063	19	0.542857143	35	65	39.1	134.8	7.094736842	51	39	20.5	16	103.9793901	5.85	40.444	6.913430468	4.22466818	5.441627606	1.72187474	14.53943356	3.154579733	3.636969733	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4	1	316.32	5063.7963	56.388	66.802	101.092	116.586	114.1629	1.708974282	1.7452	1.7928	2.13	0.3514	0.7387	0.4756	0.0805	0.1888	0.39	0.1479	73.3974	61.8397	0.0071	214.5419	37.2232	0.0562	0.0167	0.302	0.1014	0.353	0.6639	0.6638	0.8636	0.8468	1.7079	0.4585	13.6431	0.454877269	8.298912323	3.37217923	1.460566109	2.317439403	1.766972903	0.508796984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN1064	ANN1064	17	0.85	20	46	22.9	89.2	5.247058824	34	30	22.5	NA	20.14261113	6.75	42.706	6.326849085	4.340746153	6.12653871	1.252563631	16.14333884	4.811926841	3.750301234	1	1	1	1	13.89891713	4.374077674	5.023224043	3.852469042	NA	3	4	1	620.0559	12270.8787	83.058	116.84	178.054	183.896	208.1924	1.781858952	1.5739	2.1437	2.2628	0.2569	0.9633	0.2667	0.1143	0.1954	0.3245	0.1032	49.0068	40.6729	0.0069	143.8846	111.9433	0.0065	0.139	0.3751	0.1004	0.8602	0.6642	0.5588	0.6312	0.8577	1.3377	0.4962	12.6004	0.471160593	8.036201287	3.261484684	0.812383793	4.019703378	2.058043724	0.546059091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN1065	ANN1065	13	0.722222222	18	48	27.3	95.9	7.376923077	NA	NA	NA	NA	22.21076544	5.746	42.672	7.427083933	4.978830027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	1	396.18	7338.4369	68.58	81.788	141.478	142.494	150.33	1.838044701	1.7422	2.063	2.2001	0.2259	0.8963	0.2521	0.0878	0.2071	0.3285	0.148	26.7484	45.9682	0.004	102.7745	138.0047	0	0	0.4096	0.101	0.6165	0.6649	0.7929	0.897	0.8916	2.0556	0.3378	14.5399	0.461055841	8.346700023	3.672480574	1.216777546	3.038668868	NA	0.596502811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN1066	ANN1066	16	0.666666667	24	57	32.5	112.5	7.03125	30	30	6	18	33.74473162	6.705	43.099	6.427566052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	1	332.0967	4865.9903	60.198	73.66	103.124	113.792	124.3279	1.687861797	1.5448	1.7131	2.0566	0.2068	0.7173	0.2882	0.1052	0.1741	0.2956	0.1342	50.2592	49.565	0.0034	156.3832	151.8062	0.0288	0.1787	0.3516	0.0891	0.4941	0.7189	0.7651	0.8702	0.937	1.7813	0.3162	11.142	0.458056587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN1067	ANN1067	19	0.59375	32	51	36.5	90.3	4.752631579	NA	NA	9	15	25.68253647	6.358	43.967	6.915497268	4.394278992	5.048017788	1.66139326	14.24668746	3.079880416	3.24785979	0.605499806	0.596413455	0.704124854	0.697310091	12.69763134	3.269542336	4.433164616	3.831302107	1	3	4	1	725.0667	18273.1247	101.6	138.938	199.644	214.376	225.5835	1.623627085	1.543	1.965	2.1527	0.2525	1.1625	0.2172	0.1136	0.1952	0.3428	0.1173	45.5644	54.6357	0.0022	323.3155	5.2123	0.0353	0.0089	0.4418	0.1061	1.1877	0.6836	0.6928	0.8403	0.8367	1.3774	0.3134	12.7996	0.471664937	7.02228377	2.774295071	1.314847007	2.086050556	2.035746794	0.626682744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN1068	ANN1068	16	0.666666667	24	51	24.4	94.6	5.9125	31	23	14	15	20.71351908	5.787	42.198	7.292136922	3.061583293	3.36579995	0.935351548	9.304823408	3.199643588	3.036198441	0.540289463	0.663840942	0.540289463	0.663840942	8.42591177	3.619811735	3.164013953	2.097883865	0	4	4	1	505.8332	10530.7531	94.996	116.84	135.636	150.368	156.86	1.342519685	1.287	1.4278	1.6409	0.2059	0.9652	0.2133	0.1153	0.1392	0.325	0.0798	55.7598	54.3965	0.0036	242.0515	169.1523	0.3821	0.0346	0.399	0.1177	0.7581	0.7719	0.7682	0.885	0.9361	1.474	0.3272	8.3933	0.465878849	4.488256494	1.887651514	0.712491483	2.662455115	2.110195846	0.694228982	12.3387375	9.2906625	2.656425	2.7702	4.319325	4.3669625	4.5324375	1.636140892	1.576675	1.62605	1.6983	0.7896625	0.4885875	1.6223375	0.0500875	0.149875	0.48195	0.0149375	119.403625	150.5655125	0.0062625	108.6178625	94.864575	0.00085	0.0034375	0.269375	0.03225	0.1979125	0.360925	0.76905	0.8837875	0.86465	1.5873875	0.4017375	10.6123875
ANN1069	ANN1069	22	0.846153846	26	58	36.3	108	4.909090909	54	46	8	17	19.10444234	6.599	41.282	6.255633773	5.406586746	5.830762645	1.658791188	16.66557601	3.560988169	3.081736197	0.680192096	0.745695045	0.760144072	0.809271284	13.97209328	3.441876569	4.843237189	4.2856189	1	0	4	0	800.5787	18968.8008	95.758	124.968	213.868	257.81	274.8437	2.199312624	2.063	2.2334	2.8125	0.2069	1.0796	0.1916	0.1061	0.273	0.3264	0.1669	40.3476	36.8022	0.0016	38.774	107.1727	0.0566	0.0096	0.4551	0.2205	1.4699	0.7113	0.3787	0.5818	0.7853	1.0971	0.641	21.3261	0.440741119	8.584201521	3.399722763	1.158314074	2.946861888	1.95045737	0.632209684	13.9145	10.9233875	2.7027125	2.820475	4.9715125	5.0231125	5.1766	1.835364611	1.7825875	1.84125	1.9032875	0.8371125	0.4626	1.8136625	0.055475	0.18695	0.483375	0.00945	72.4293625	147.22725	0.0137	103.3143875	80.0749	0.0017625	0.0866125	0.2926875	0.0431625	0.2642625	0.3636	0.7707	0.886975	0.8646	1.8026125	0.4040375	14.2418875
ANN1070	ANN1070	18	0.857142857	21	51	35.7	111.3	6.183333333	52	44	9	18	16.55438388	6.682	42.61	6.376831084	4.914618982	6.225804839	2.211648382	17.25136846	2.869510722	3.517138222	1	1	1	1	13.70889089	2.704695055	4.713510289	4.281870313	NA	2	3	1	465.2337	9573.4002	83.82	109.728	129.794	142.748	158.9293	1.4483933	1.3009	1.5485	1.7233	0.2394	1.1212	0.2135	0.1185	0.1493	0.344	0.1034	55.2666	53.0247	0.003	137.0746	200.2799	0.0048	0.0455	0.511	0.1412	0.7923	0.7271	0.6845	0.8496	0.8514	1.4545	0.4634	9.3883	0.451058673	NA	NA	NA	NA	NA	NA	14.50295	11.7308875	2.919675	3.020225	5.1077875	5.1554125	5.2683625	1.744360933	1.7189	1.761525	1.8214125	0.790625	0.40395	1.959725	0.052125	0.169225	0.4721	0.0090625	157.248675	138.1715	0.00715	87.4373875	79.5775125	0.001325	0.0179	0.2586875	0.0303375	0.2640125	0.3933625	0.7349375	0.871475	0.8330875	1.6054125	0.401325	12.59395
ANN1071	ANN1071	15	0.75	20	44	28.3	108.2	7.213333333	43	30	13.5	NA	25.75241376	5.915	43.742	7.395362781	5.362421394	3.939767178	1.215113647	12.90253438	3.242067225	2.417649795	0.577922713	0.627264562	0.683442035	0.720448422	11.26921979	3.412868289	3.130475146	5.008269496	1	2	3	0	482.4322	10555.9144	85.09	101.6	151.638	163.322	171.8409	1.691347441	1.6075	1.7821	1.9868	0.2955	0.7463	0.396	0.0777	0.176	0.3378	0.1277	64.5669	63.5948	0.0023	13.5756	150.8108	0.0103	0.0647	0.3267	0.2223	0.5567	0.6631	0.6947	0.8259	0.8867	1.6397	0.4177	11.8715	0.462807538	8.099418889	2.886543541	1.089635784	2.696198219	1.59497285	0.661405874	13.722425	11.3447375	2.9183625	3.0546125	4.7122375	4.7796875	4.946475	1.619346153	1.5725875	1.6263125	1.6987625	0.8397875	0.46615	1.8074375	0.0514625	0.15105	0.49365	0.000925	153.2228875	158.943375	0.00095	114.5193625	88.33375	0.001025	0.0014625	0.2844125	0.030975	0.251875	0.3773875	0.7661625	0.8906	0.8582	1.5773125	0.4099125	10.835475
ANN1072	ANN1072	13	0.928571429	14	44	31.7	93	7.153846154	43	38	17	NA	19.38761964	6.651	42.672	6.415997793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	0	527.6112	9909.0124	76.2	104.394	139.954	158.496	173.2177	1.659268732	1.5182	1.8367	1.9187	0.1933	1.2167	0.1589	0.127	0.1905	0.3461	0.1329	45.4162	52.8326	0.0014	25.0313	10.8722	0.0559	0.0096	0.5457	0.1087	0.9275	0.7485	0.6356	0.7645	0.8684	1.5968	0.4978	12.4832	0.474697078	NA	NA	NA	NA	NA	NA	13.9492875	11.128775	2.8151875	2.981875	4.9199375	4.953	5.0882625	1.706396982	1.6629875	1.749425	1.7993375	0.85375	0.4062375	2.1036125	0.056025	0.167075	0.4707375	0.00535	86.77425	153.1359375	0.007725	95.288675	75.2512375	0.0014375	0.101325	0.308975	0.026725	0.3077	0.3573375	0.742025	0.8733875	0.8375125	1.6321625	0.417975	12.20955
ANN1073	ANN1073	19	0.730769231	26	49	28.4	118.5	6.236842105	30	25	19	16	26.64862504	6.095	42.982	7.052596504	4.75631779	6.144685521	NA	16.78441637	3.844572098	3.541011512	0.513891193	0.533594656	0.756945597	0.766797328	12.97342283	4.282409598	4.568200944	3.837020947	2	0	2	0	452.7186	9239.0783	80.518	102.87	141.478	142.494	154.0035	1.497069116	1.3852	1.7571	1.8542	0.1893	1.0978	0.1724	0.1117	0.1546	0.3793	0.0954	48.0313	48.7991	0.0037	129.8997	206.9519	0.002	0.058	0.5532	0.0972	0.7703	0.7795	0.7857	0.8907	0.8998	1.7323	0.3871	9.7999	0.471769877	8.966956405	3.854768427	1.211301071	3.201392339	1.887483156	0.532545934	14.509025	12.166925	2.8641125	3.0122875	5.2546125	5.30225	5.408675	1.795537445	1.77275	1.852375	1.8791875	0.82305	0.445075	1.8498875	0.057725	0.1823875	0.4766125	0.0097375	121.210675	144.0904625	0.0033625	110.0974375	72.681625	0	0	0.296025	0.0242625	0.28015	0.3382625	0.77135	0.87715	0.8726875	1.797175	0.394825	13.8554375
ANN1074	ANN1074	12	0.923076923	13	39	17.4	59.3	4.941666667	30	28	16.5	12	22.90367412	6.294	42.245	6.712202038	4.618745621	4.643299313	1.338746582	13.84633375	3.482372869	3.019523963	0.494698964	0.533900026	0.621024223	0.650425019	12.24523267	3.529754609	3.72836819	4.788496291	1	1	4	0	401.3427	7478.0496	78.994	97.028	103.886	119.888	125.3723	1.292124954	1.2356	1.3151	1.2277	0.1833	0.9743	0.1881	0.0891	0.1073	0.4057	0.094	69.6514	61.2602	0.0049	208.1777	5.1016	0.0324	0.0156	0.4312	0.1139	0.5209	0.7174	0.7431	0.8353	0.9309	1.3158	0.3692	6.5754	0.466453096	8.670450916	3.598086264	0.971088319	3.712775832	1.601420584	0.532973472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN1075	ANN1075	12	0.571428571	21	44	20.1	71.1	5.925	29	22	8.5	13	29.01869943	6.114	42.589	6.96607626	4.887643212	6.211697799	1.583095679	16.78770392	3.933517649	3.439772015	0.420851165	0.434844709	0.420851165	0.434844709	14.23453947	3.390594296	4.751986864	4.730565746	0	1	3	0	464.9828	9152.4978	76.962	97.536	133.604	152.908	160.7507	1.648116593	1.5677	1.736	1.9411	0.231	0.9802	0.2357	0.1017	0.1812	0.351	0.1847	53.6805	55.0488	0.0027	2.8398	5.1651	0.0339	0.0224	0.4451	0.1111	0.7425	0.7111	0.7288	0.8743	0.9379	1.8099	0.4132	12.1526	0.478301048	7.885354008	2.959550563	1.108563005	2.672166563	2.131940777	0.619645431	12.9147	9.7745125	2.5836625	2.7212375	4.6275625	4.6632875	4.8067125	1.76637008	1.7247125	1.804975	1.8499125	0.854725	0.4772125	1.791775	0.0562625	0.175375	0.4920875	0.0198375	143.721725	153.251575	0.0044	114.3041625	84.7051375	0.0002625	0.013525	0.30315	0.02175	0.245175	0.3340375	0.769025	0.883425	0.8638375	1.7537	0.409825	13.1584
ANN1076	ANN1076	14	1.076923077	13	37	22.5	66.1	4.721428571	36	29	15.5	12	26.14454143	6.839	42.148	6.163013894	5.020061367	5.237588001	1.679868292	14.96748108	3.144195789	3.017851411	1	1	1	1	12.94354383	3.439540796	4.129926444	4.683690937	NA	4	2	1	470.4475	9213.3364	75.438	98.552	147.828	152.146	166.5369	1.689837852	1.5438	1.9596	1.9975	0.1886	1.165	0.1618	0.1155	0.1835	0.3667	0.1585	45.4462	46.9139	0.0025	229.7655	214.6116	0.0034	0.0258	0.6065	0.1013	0.9083	0.7908	0.7625	0.9325	0.8736	1.9	0.3981	12.6703	0.495433904	10.58481173	4.74562945	1.106700374	4.308550882	1.412878415	0.47290729	14.072275	11.115275	2.5783625	2.68685	5.2268625	5.2586	5.3605375	1.995101141	1.962175	2.0323625	2.0435625	0.8714	0.4741125	1.8385	0.0589625	0.2111	0.512675	0.0155375	196.8073125	148.52965	0.0084875	94.45845	74.002975	0.0008	0.037675	0.293025	0.0248125	0.2678375	0.3465125	0.77525	0.88055	0.8723875	1.9540375	0.3985875	17.1055125
ANN1077	ANN1077	19	1	19	46	27.5	115.2	6.063157895	45	39	7	16	11.65705753	6.525	42.589	6.527400361	5.162780521	6.272786392	1.2253378	17.71980318	5.193986776	3.445085799	0.567897683	0.627849892	0.567897683	0.627849892	14.27635473	4.439290075	4.924688879	4.426976973	0	2	3	0	441.0227	7132.9535	74.93	94.488	114.046	126.746	155.6742	1.647555245	1.3414	1.522	1.9544	0.2136	0.8542	0.25	0.1187	0.1517	0.3136	0.1093	126.1382	32.1776	0.009	131.6448	85.3371	0.008	0.5314	0.3472	0.2261	0.5878	0.6466	0.5743	0.7709	0.9502	1.1	0.4718	10.0595	0.457170518	9.346046482	4.452567618	1.187083482	3.824325484	1.89619274	0.55222388	14.706625	12.721225	2.9501125	3.0956125	5.401475	5.4345375	5.517875	1.782482465	1.762275	1.8395875	1.851	0.8007375	0.46565	1.7207	0.055175	0.1794	0.477225	0.0224625	92.557075	138.8089625	0.0039375	127.7124125	85.186	0.0004875	0.009325	0.2713125	0.0377625	0.256725	0.3528125	0.77845	0.882575	0.875875	1.8061375	0.3885875	13.4750375
ANN1078	ANN1078	17	0.85	20	43	30.8	113.3	6.664705882	40	31	6	14	35.18274044	6.243	44.011	7.049260002	5.606594702	6.639380468	1.952916105	18.40191527	3.416836418	3.342425178	0.667848188	0.672204666	0.750886141	0.7541535	16.06029799	3.166354408	5.33610931	5.388079372	1	3	4	1	506.4962	10125.5927	86.868	116.078	140.208	149.352	185.343	1.596710832	1.2867	1.614	2.0157	0.2135	1.0643	0.2005	0.1182	0.1478	0.3307	0.068	53.1929	65.2803	0.0013	116.5139	86.309	0	0	0.5091	0.137	0.8401	0.7857	0.7496	0.8889	0.8871	1.6176	0.4011	8.8131	0.454397029	9.362082104	3.658132409	1.263842046	2.903224332	1.968267767	0.596411339	14.8100125	12.50205	2.8614875	3.0189125	5.2096625	5.2877	5.3881875	1.784810756	1.768525	1.843075	1.8905625	0.8998125	0.4954375	1.8237625	0.05905	0.1871875	0.5023125	0.0093875	126.2574125	156.543725	0.0076	105.8498375	84.419975	0.0032875	0.02575	0.3306375	0.0364125	0.299575	0.3275375	0.7872125	0.8892	0.8893375	1.81915	0.4004	14.405525
