sv_name	sv_species_name	trait	pvalue
pet05.01	petfal_pet05.01	Seed_curved_height	2.06e-4
pet06.01	petfal_pet06.01	Seed_curved_height	0.218
pet07.01	petfal_pet07.01	Seed_curved_height	0.535
pet08.01	petfal_pet08.01	Seed_curved_height	0.0573
pet09.01	petfal_pet09.01	Seed_curved_height	8.57e-11
pet10.01	petfal_pet10.01	Seed_curved_height	9.94e-6
pet11.01	petfal_pet11.01	Seed_curved_height	1.73e-11
pet14.01	petfal_pet14.01	Seed_curved_height	4.15e-14
pet16.01	petfal_pet16.01	Seed_curved_height	0.242
pet16.02	petfal_pet16.02	Seed_curved_height	0.429
pet17.01	petfal_pet17.01	Seed_curved_height	0.0491
pet17.03	petfal_pet17.03	Seed_curved_height	0.123
pet01.01	petfal_pet01.01	Seed_curved_shape_index	0.257
pet05.01	petfal_pet05.01	Seed_curved_shape_index	0.133
pet06.01	petfal_pet06.01	Seed_curved_shape_index	0.239
pet07.01	petfal_pet07.01	Seed_curved_shape_index	0.601
pet08.01	petfal_pet08.01	Seed_curved_shape_index	0.227
pet09.01	petfal_pet09.01	Seed_curved_shape_index	6.34e-5
pet10.01	petfal_pet10.01	Seed_curved_shape_index	3.51e-4
pet11.01	petfal_pet11.01	Seed_curved_shape_index	2.4e-5
pet14.01	petfal_pet14.01	Seed_curved_shape_index	5.62e-7
pet16.01	petfal_pet16.01	Seed_curved_shape_index	0.763
pet16.02	petfal_pet16.02	Seed_curved_shape_index	0.426
pet17.01	petfal_pet17.01	Seed_curved_shape_index	0.226
pet17.03	petfal_pet17.03	Seed_curved_shape_index	0.073
pet01.01	petfal_pet01.01	Seed_distal_eccentricity	0.966
pet05.01	petfal_pet05.01	Seed_distal_eccentricity	0.523
pet06.01	petfal_pet06.01	Seed_distal_eccentricity	0.669
pet07.01	petfal_pet07.01	Seed_distal_eccentricity	0.187
pet08.01	petfal_pet08.01	Seed_distal_eccentricity	0.141
pet09.01	petfal_pet09.01	Seed_distal_eccentricity	0.987
pet10.01	petfal_pet10.01	Seed_distal_eccentricity	0.0453
pet11.01	petfal_pet11.01	Seed_distal_eccentricity	0.092
pet14.01	petfal_pet14.01	Seed_distal_eccentricity	0.444
pet16.01	petfal_pet16.01	Seed_distal_eccentricity	0.0245
pet16.02	petfal_pet16.02	Seed_distal_eccentricity	0.0788
pet17.01	petfal_pet17.01	Seed_distal_eccentricity	0.667
pet17.03	petfal_pet17.03	Seed_distal_eccentricity	0.792
pet01.01	petfal_pet01.01	Seed_eccentricity_area_index	0.75
pet05.01	petfal_pet05.01	Seed_eccentricity_area_index	0.0312
pet06.01	petfal_pet06.01	Seed_eccentricity_area_index	0.901
pet07.01	petfal_pet07.01	Seed_eccentricity_area_index	0.778
pet08.01	petfal_pet08.01	Seed_eccentricity_area_index	0.855
pet09.01	petfal_pet09.01	Seed_eccentricity_area_index	0.399
pet10.01	petfal_pet10.01	Seed_eccentricity_area_index	0.966
pet11.01	petfal_pet11.01	Seed_eccentricity_area_index	0.633
pet14.01	petfal_pet14.01	Seed_eccentricity_area_index	0.606
pet16.01	petfal_pet16.01	Seed_eccentricity_area_index	0.52
pet16.02	petfal_pet16.02	Seed_eccentricity_area_index	0.768
pet17.01	petfal_pet17.01	Seed_eccentricity_area_index	0.6
pet17.03	petfal_pet17.03	Seed_eccentricity_area_index	0.285
pet01.01	petfal_pet01.01	Seed_eccentricity	0.981
pet05.01	petfal_pet05.01	Seed_eccentricity	0.277
pet06.01	petfal_pet06.01	Seed_eccentricity	0.525
pet07.01	petfal_pet07.01	Seed_eccentricity	0.131
pet08.01	petfal_pet08.01	Seed_eccentricity	0.149
pet09.01	petfal_pet09.01	Seed_eccentricity	0.798
pet10.01	petfal_pet10.01	Seed_eccentricity	0.042
pet11.01	petfal_pet11.01	Seed_eccentricity	0.0755
pet14.01	petfal_pet14.01	Seed_eccentricity	0.335
pet16.01	petfal_pet16.01	Seed_eccentricity	0.0513
pet16.02	petfal_pet16.02	Seed_eccentricity	0.154
pet17.01	petfal_pet17.01	Seed_eccentricity	0.398
pet17.03	petfal_pet17.03	Seed_eccentricity	0.606
pet01.01	petfal_pet01.01	Seed_ellipsoid	0.682
pet05.01	petfal_pet05.01	Seed_ellipsoid	0.741
pet06.01	petfal_pet06.01	Seed_ellipsoid	0.354
pet07.01	petfal_pet07.01	Seed_ellipsoid	0.643
pet08.01	petfal_pet08.01	Seed_ellipsoid	0.654
pet09.01	petfal_pet09.01	Seed_ellipsoid	0.00349
pet10.01	petfal_pet10.01	Seed_ellipsoid	0.152
pet11.01	petfal_pet11.01	Seed_ellipsoid	0.00976
pet14.01	petfal_pet14.01	Seed_ellipsoid	0.00197
pet16.01	petfal_pet16.01	Seed_ellipsoid	0.857
pet16.02	petfal_pet16.02	Seed_ellipsoid	0.711
pet17.01	petfal_pet17.01	Seed_ellipsoid	0.52
pet17.03	petfal_pet17.03	Seed_ellipsoid	0.132
pet01.01	petfal_pet01.01	Seed_height_mid_width	0.195
pet05.01	petfal_pet05.01	Seed_height_mid_width	2.25e-4
pet06.01	petfal_pet06.01	Seed_height_mid_width	0.261
pet07.01	petfal_pet07.01	Seed_height_mid_width	0.505
pet08.01	petfal_pet08.01	Seed_height_mid_width	0.0625
pet09.01	petfal_pet09.01	Seed_height_mid_width	5.47e-11
pet10.01	petfal_pet10.01	Seed_height_mid_width	8.07e-6
pet11.01	petfal_pet11.01	Seed_height_mid_width	1.01e-11
pet14.01	petfal_pet14.01	Seed_height_mid_width	1.29e-14
pet16.01	petfal_pet16.01	Seed_height_mid_width	0.24
pet16.02	petfal_pet16.02	Seed_height_mid_width	0.407
pet17.01	petfal_pet17.01	Seed_height_mid_width	0.0536
pet17.03	petfal_pet17.03	Seed_height_mid_width	0.126
pet01.01	petfal_pet01.01	Seed_HW_ratio	0.194
pet05.01	petfal_pet05.01	Seed_HW_ratio	0.102
pet06.01	petfal_pet06.01	Seed_HW_ratio	0.215
pet07.01	petfal_pet07.01	Seed_HW_ratio	0.4
pet08.01	petfal_pet08.01	Seed_HW_ratio	0.211
pet09.01	petfal_pet09.01	Seed_HW_ratio	1.88e-4
pet10.01	petfal_pet10.01	Seed_HW_ratio	2.7e-4
pet11.01	petfal_pet11.01	Seed_HW_ratio	4.89e-5
pet14.01	petfal_pet14.01	Seed_HW_ratio	3.08e-6
pet16.01	petfal_pet16.01	Seed_HW_ratio	0.831
pet16.02	petfal_pet16.02	Seed_HW_ratio	0.404
pet17.01	petfal_pet17.01	Seed_HW_ratio	0.188
pet17.03	petfal_pet17.03	Seed_HW_ratio	0.0664
pet01.01	petfal_pet01.01	Seed_maximum_height	0.18
pet05.01	petfal_pet05.01	Seed_maximum_height	2.01e-4
pet06.01	petfal_pet06.01	Seed_maximum_height	0.25
pet07.01	petfal_pet07.01	Seed_maximum_height	0.509
pet08.01	petfal_pet08.01	Seed_maximum_height	0.0679
pet09.01	petfal_pet09.01	Seed_maximum_height	7e-11
pet10.01	petfal_pet10.01	Seed_maximum_height	1.07e-5
pet11.01	petfal_pet11.01	Seed_maximum_height	1.08e-11
pet14.01	petfal_pet14.01	Seed_maximum_height	2.05e-14
pet16.01	petfal_pet16.01	Seed_maximum_height	0.247
pet16.02	petfal_pet16.02	Seed_maximum_height	0.446
pet17.01	petfal_pet17.01	Seed_maximum_height	0.0484
pet17.03	petfal_pet17.03	Seed_maximum_height	0.129
pet01.01	petfal_pet01.01	Seed_maximum_width	0.673
pet05.01	petfal_pet05.01	Seed_maximum_width	0.162
pet06.01	petfal_pet06.01	Seed_maximum_width	0.901
pet07.01	petfal_pet07.01	Seed_maximum_width	0.502
pet08.01	petfal_pet08.01	Seed_maximum_width	0.645
pet09.01	petfal_pet09.01	Seed_maximum_width	0.00385
pet10.01	petfal_pet10.01	Seed_maximum_width	0.887
pet11.01	petfal_pet11.01	Seed_maximum_width	0.0205
pet14.01	petfal_pet14.01	Seed_maximum_width	0.0187
pet16.01	petfal_pet16.01	Seed_maximum_width	0.653
pet16.02	petfal_pet16.02	Seed_maximum_width	0.408
pet17.01	petfal_pet17.01	Seed_maximum_width	0.562
pet17.03	petfal_pet17.03	Seed_maximum_width	0.723
pet01.01	petfal_pet01.01	Seed_ovoid	0.332
pet05.01	petfal_pet05.01	Seed_ovoid	0.672
pet06.01	petfal_pet06.01	Seed_ovoid	0.992
pet07.01	petfal_pet07.01	Seed_ovoid	0.0369
pet08.01	petfal_pet08.01	Seed_ovoid	0.836
pet09.01	petfal_pet09.01	Seed_ovoid	0.291
pet10.01	petfal_pet10.01	Seed_ovoid	0.864
pet11.01	petfal_pet11.01	Seed_ovoid	0.365
pet14.01	petfal_pet14.01	Seed_ovoid	0.297
pet16.01	petfal_pet16.01	Seed_ovoid	0.796
pet16.02	petfal_pet16.02	Seed_ovoid	0.972
pet17.01	petfal_pet17.01	Seed_ovoid	0.526
pet17.03	petfal_pet17.03	Seed_ovoid	0.0773
pet01.01	petfal_pet01.01	Seed_perimeter	0.219
pet05.01	petfal_pet05.01	Seed_perimeter	1.63e-4
pet06.01	petfal_pet06.01	Seed_perimeter	0.288
pet07.01	petfal_pet07.01	Seed_perimeter	0.742
pet08.01	petfal_pet08.01	Seed_perimeter	0.0519
pet09.01	petfal_pet09.01	Seed_perimeter	9.15e-11
pet10.01	petfal_pet10.01	Seed_perimeter	5.25e-5
pet11.01	petfal_pet11.01	Seed_perimeter	6.03e-11
pet14.01	petfal_pet14.01	Seed_perimeter	3.75e-13
pet16.01	petfal_pet16.01	Seed_perimeter	0.244
pet16.02	petfal_pet16.02	Seed_perimeter	0.611
pet17.01	petfal_pet17.01	Seed_perimeter	0.0719
pet17.03	petfal_pet17.03	Seed_perimeter	0.186
pet01.01	petfal_pet01.01	Seed_proximal_eccentricity	0.509
pet05.01	petfal_pet05.01	Seed_proximal_eccentricity	0.00377
pet06.01	petfal_pet06.01	Seed_proximal_eccentricity	0.606
pet07.01	petfal_pet07.01	Seed_proximal_eccentricity	0.207
pet08.01	petfal_pet08.01	Seed_proximal_eccentricity	0.118
pet09.01	petfal_pet09.01	Seed_proximal_eccentricity	0.714
pet10.01	petfal_pet10.01	Seed_proximal_eccentricity	0.0148
pet11.01	petfal_pet11.01	Seed_proximal_eccentricity	0.0693
pet14.01	petfal_pet14.01	Seed_proximal_eccentricity	0.0397
pet16.01	petfal_pet16.01	Seed_proximal_eccentricity	0.11
pet16.02	petfal_pet16.02	Seed_proximal_eccentricity	0.0664
pet17.01	petfal_pet17.01	Seed_proximal_eccentricity	0.102
pet17.03	petfal_pet17.03	Seed_proximal_eccentricity	0.428
pet01.01	petfal_pet01.01	Seed_rectangular	0.3
pet05.01	petfal_pet05.01	Seed_rectangular	0.177
pet06.01	petfal_pet06.01	Seed_rectangular	0.323
pet07.01	petfal_pet07.01	Seed_rectangular	0.285
pet08.01	petfal_pet08.01	Seed_rectangular	0.749
pet09.01	petfal_pet09.01	Seed_rectangular	0.663
pet10.01	petfal_pet10.01	Seed_rectangular	0.649
pet11.01	petfal_pet11.01	Seed_rectangular	0.578
pet14.01	petfal_pet14.01	Seed_rectangular	0.536
pet16.01	petfal_pet16.01	Seed_rectangular	0.855
pet16.02	petfal_pet16.02	Seed_rectangular	0.943
pet17.01	petfal_pet17.01	Seed_rectangular	0.285
pet17.03	petfal_pet17.03	Seed_rectangular	0.0702
pet01.01	petfal_pet01.01	Seed_shape_index_external_I	0.175
pet05.01	petfal_pet05.01	Seed_shape_index_external_I	0.0826
pet06.01	petfal_pet06.01	Seed_shape_index_external_I	0.254
pet07.01	petfal_pet07.01	Seed_shape_index_external_I	0.392
pet08.01	petfal_pet08.01	Seed_shape_index_external_I	0.222
pet09.01	petfal_pet09.01	Seed_shape_index_external_I	1.03e-4
pet10.01	petfal_pet10.01	Seed_shape_index_external_I	2.52e-4
pet11.01	petfal_pet11.01	Seed_shape_index_external_I	1.94e-5
pet14.01	petfal_pet14.01	Seed_shape_index_external_I	1.05e-6
pet16.01	petfal_pet16.01	Seed_shape_index_external_I	0.809
pet16.02	petfal_pet16.02	Seed_shape_index_external_I	0.421
pet17.01	petfal_pet17.01	Seed_shape_index_external_I	0.166
pet17.03	petfal_pet17.03	Seed_shape_index_external_I	0.071
pet01.01	petfal_pet01.01	Seed_shape_index_external_II	0.241
pet05.01	petfal_pet05.01	Seed_shape_index_external_II	0.074
pet06.01	petfal_pet06.01	Seed_shape_index_external_II	0.343
pet07.01	petfal_pet07.01	Seed_shape_index_external_II	0.366
pet08.01	petfal_pet08.01	Seed_shape_index_external_II	0.238
pet09.01	petfal_pet09.01	Seed_shape_index_external_II	2.08e-4
pet10.01	petfal_pet10.01	Seed_shape_index_external_II	0.00104
pet11.01	petfal_pet11.01	Seed_shape_index_external_II	7.37e-5
pet14.01	petfal_pet14.01	Seed_shape_index_external_II	3.44e-6
pet16.01	petfal_pet16.01	Seed_shape_index_external_II	0.926
pet16.02	petfal_pet16.02	Seed_shape_index_external_II	0.451
pet17.01	petfal_pet17.01	Seed_shape_index_external_II	0.119
pet17.03	petfal_pet17.03	Seed_shape_index_external_II	0.0731
pet01.01	petfal_pet01.01	Seed_shape_index_internal	0.283
pet05.01	petfal_pet05.01	Seed_shape_index_internal	0.0576
pet06.01	petfal_pet06.01	Seed_shape_index_internal	0.48
pet07.01	petfal_pet07.01	Seed_shape_index_internal	0.578
pet08.01	petfal_pet08.01	Seed_shape_index_internal	0.415
pet09.01	petfal_pet09.01	Seed_shape_index_internal	8.3e-4
pet10.01	petfal_pet10.01	Seed_shape_index_internal	0.00627
pet11.01	petfal_pet11.01	Seed_shape_index_internal	5.54e-4
pet14.01	petfal_pet14.01	Seed_shape_index_internal	1.06e-5
pet16.01	petfal_pet16.01	Seed_shape_index_internal	0.953
pet16.02	petfal_pet16.02	Seed_shape_index_internal	0.502
pet17.01	petfal_pet17.01	Seed_shape_index_internal	0.139
pet17.03	petfal_pet17.03	Seed_shape_index_internal	0.0713
pet01.01	petfal_pet01.01	Seed_width_mid_height	0.67
pet05.01	petfal_pet05.01	Seed_width_mid_height	0.199
pet06.01	petfal_pet06.01	Seed_width_mid_height	0.817
pet07.01	petfal_pet07.01	Seed_width_mid_height	0.663
pet08.01	petfal_pet08.01	Seed_width_mid_height	0.754
pet09.01	petfal_pet09.01	Seed_width_mid_height	0.0178
pet10.01	petfal_pet10.01	Seed_width_mid_height	0.938
pet11.01	petfal_pet11.01	Seed_width_mid_height	0.0674
pet14.01	petfal_pet14.01	Seed_width_mid_height	0.0762
pet16.01	petfal_pet16.01	Seed_width_mid_height	0.771
pet16.02	petfal_pet16.02	Seed_width_mid_height	0.414
pet17.01	petfal_pet17.01	Seed_width_mid_height	0.663
pet17.03	petfal_pet17.03	Seed_width_mid_height	0.584
pet01.01	petfal_pet01.01	Seed_width_widest_pos	0.779
pet05.01	petfal_pet05.01	Seed_width_widest_pos	0.448
pet06.01	petfal_pet06.01	Seed_width_widest_pos	0.858
pet07.01	petfal_pet07.01	Seed_width_widest_pos	0.4
pet08.01	petfal_pet08.01	Seed_width_widest_pos	0.434
pet09.01	petfal_pet09.01	Seed_width_widest_pos	0.418
pet10.01	petfal_pet10.01	Seed_width_widest_pos	0.117
pet11.01	petfal_pet11.01	Seed_width_widest_pos	0.0336
pet14.01	petfal_pet14.01	Seed_width_widest_pos	0.0169
pet16.01	petfal_pet16.01	Seed_width_widest_pos	0.0609
pet16.02	petfal_pet16.02	Seed_width_widest_pos	0.0926
pet17.01	petfal_pet17.01	Seed_width_widest_pos	0.149
pet17.03	petfal_pet17.03	Seed_width_widest_pos	0.0738
pet01.01	petfal_pet01.01	SLA	0.908
pet05.01	petfal_pet05.01	SLA	0.107
pet06.01	petfal_pet06.01	SLA	0.197
pet07.01	petfal_pet07.01	SLA	0.234
pet08.01	petfal_pet08.01	SLA	0.865
pet09.01	petfal_pet09.01	SLA	0.101
pet10.01	petfal_pet10.01	SLA	0.157
pet11.01	petfal_pet11.01	SLA	0.076
pet14.01	petfal_pet14.01	SLA	0.0542
pet16.01	petfal_pet16.01	SLA	0.528
pet16.02	petfal_pet16.02	SLA	0.445
pet17.01	petfal_pet17.01	SLA	0.851
pet17.03	petfal_pet17.03	SLA	0.83
pet01.01	petfal_pet01.01	Stem_diameter_at_flowering	6.72e-4
pet05.01	petfal_pet05.01	Stem_diameter_at_flowering	0.029
pet06.01	petfal_pet06.01	Stem_diameter_at_flowering	0.747
pet07.01	petfal_pet07.01	Stem_diameter_at_flowering	0.0422
pet08.01	petfal_pet08.01	Stem_diameter_at_flowering	0.0673
pet09.01	petfal_pet09.01	Stem_diameter_at_flowering	7.78e-9
pet10.01	petfal_pet10.01	Stem_diameter_at_flowering	4.74e-4
pet11.01	petfal_pet11.01	Stem_diameter_at_flowering	8.33e-6
pet14.01	petfal_pet14.01	Stem_diameter_at_flowering	2.68e-9
pet16.01	petfal_pet16.01	Stem_diameter_at_flowering	0.107
pet16.02	petfal_pet16.02	Stem_diameter_at_flowering	0.00683
pet17.01	petfal_pet17.01	Stem_diameter_at_flowering	0.184
pet17.03	petfal_pet17.03	Stem_diameter_at_flowering	0.0271
pet01.01	petfal_pet01.01	Stem_diameter_final_after_5th_node	0.164
pet05.01	petfal_pet05.01	Stem_diameter_final_after_5th_node	0.17
pet06.01	petfal_pet06.01	Stem_diameter_final_after_5th_node	0.733
pet07.01	petfal_pet07.01	Stem_diameter_final_after_5th_node	0.00607
pet08.01	petfal_pet08.01	Stem_diameter_final_after_5th_node	0.299
pet09.01	petfal_pet09.01	Stem_diameter_final_after_5th_node	0.00093000000000000005
pet10.01	petfal_pet10.01	Stem_diameter_final_after_5th_node	0.192
pet11.01	petfal_pet11.01	Stem_diameter_final_after_5th_node	6.2e-4
pet14.01	petfal_pet14.01	Stem_diameter_final_after_5th_node	1.86e-5
pet16.01	petfal_pet16.01	Stem_diameter_final_after_5th_node	0.479
pet16.02	petfal_pet16.02	Stem_diameter_final_after_5th_node	0.883
pet17.01	petfal_pet17.01	Stem_diameter_final_after_5th_node	0.145
pet17.03	petfal_pet17.03	Stem_diameter_final_after_5th_node	0.134
pet01.01	petfal_pet01.01	Stem_diameter_final_before_1st_node	0.0921
pet05.01	petfal_pet05.01	Stem_diameter_final_before_1st_node	0.939
pet06.01	petfal_pet06.01	Stem_diameter_final_before_1st_node	0.656
pet07.01	petfal_pet07.01	Stem_diameter_final_before_1st_node	0.0636
pet08.01	petfal_pet08.01	Stem_diameter_final_before_1st_node	0.762
pet09.01	petfal_pet09.01	Stem_diameter_final_before_1st_node	0.439
pet10.01	petfal_pet10.01	Stem_diameter_final_before_1st_node	0.284
pet11.01	petfal_pet11.01	Stem_diameter_final_before_1st_node	0.884
pet14.01	petfal_pet14.01	Stem_diameter_final_before_1st_node	0.216
pet16.01	petfal_pet16.01	Stem_diameter_final_before_1st_node	0.652
pet16.02	petfal_pet16.02	Stem_diameter_final_before_1st_node	0.799
pet17.01	petfal_pet17.01	Stem_diameter_final_before_1st_node	0.951
pet17.03	petfal_pet17.03	Stem_diameter_final_before_1st_node	0.216
pet01.01	petfal_pet01.01	TLN	0.0659
pet05.01	petfal_pet05.01	TLN	0.011
pet06.01	petfal_pet06.01	TLN	0.0107
pet07.01	petfal_pet07.01	TLN	8.78e-4
pet08.01	petfal_pet08.01	TLN	0.246
pet09.01	petfal_pet09.01	TLN	5.41e-12
pet10.01	petfal_pet10.01	TLN	5.42e-8
pet11.01	petfal_pet11.01	TLN	5.78e-11
pet14.01	petfal_pet14.01	TLN	1.75e-14
pet16.01	petfal_pet16.01	TLN	0.566
pet16.02	petfal_pet16.02	TLN	0.0796
pet17.01	petfal_pet17.01	TLN	0.477
pet17.03	petfal_pet17.03	TLN	0.00409
pet01.01	petfal_pet01.01	Total_RGB	0.536
pet05.01	petfal_pet05.01	Total_RGB	0.0366
pet06.01	petfal_pet06.01	Total_RGB	0.96
pet07.01	petfal_pet07.01	Total_RGB	0.807
pet08.01	petfal_pet08.01	Total_RGB	0.609
pet09.01	petfal_pet09.01	Total_RGB	0.0035
pet10.01	petfal_pet10.01	Total_RGB	0.0105
pet11.01	petfal_pet11.01	Total_RGB	0.00699
pet14.01	petfal_pet14.01	Total_RGB	0.00177
pet16.01	petfal_pet16.01	Total_RGB	0.36
pet16.02	petfal_pet16.02	Total_RGB	0.201
pet17.01	petfal_pet17.01	Total_RGB	0.292
pet17.03	petfal_pet17.03	Total_RGB	0.721
