FID	IID	Total_N	Total_C	C_N_ratio	Ligules_number	Disk_diameter	Petal_length	Petal_width	Flower_head_diameter	Flower_FHDD_ratio	Petal_LW_ratio	Leaf_Perimeter	Leaf_Area	Leaf_Width_mid-height	Leaf_Maximum_width	Leaf_Height_Mid-width	Leaf_Maximum_height	Leaf_Curved_height	Leaf_CurvedHeight_MaxWidth	Leaf_Fruit_shape_index_external_I	Leaf_Fruit_shape_index_external_II	Leaf_Curved_fruit_shape_index	Leaf_Proximal_fruit_blockiness	Leaf_Distal_fruit_blockiness	Leaf_Fruit_shape_triangle	Leaf_Ellipsoid	Leaf_Circular	Leaf_Rectangular	Leaf_Shoulder_height	Leaf_Proximal_angle_micro	Leaf_Proximal_angle_macro	Leaf_Proximal_indentation_area	Leaf_Distal_angle_micro	Leaf_Distal_angle_macro	Leaf_Distal_indentation_area	Leaf_Distal_end_protrusion	Leaf_Obovoid	Leaf_V_asymmetry	Leaf_H_asymmetry_ob	Leaf_Width_widest_pos	Leaf_Eccentricity	Leaf_Proximal_eccentricity	Leaf_Distal_eccentricity	Leaf_Fruit_shape_index_internal	Leaf_Eccentricity_area_index	Leaf_Lobedness_degree	Days_to_budding	TLN	DTF	LIR	Guides_3_petals	Guides_individual_petal	Flower_head_diamater_from_UV_pictures	Petal_LW_ratio_UV_pictures	Average_length_3_petals_UV_pictures	Disk_diameter_UV_pictures	Flower_FHDD_ratio_UV_pictures	Stem_diamater_at_flowering	Plant_height_at_flowering	Peduncle_lenght_of_first_flower	Stem_diameter_final_before_1st_node	Stem_diameter_final_after_5th_node	Distance_of_first_branching_from_ground	Primary_branches
PET0431	PET0431	7.055800488	39.44925893	5.591039458	18.33333333	3.117020271	4.7443748	1.31559936	12.61588957	4.056338784	3.607785842	302.9969	4017.3038	49.784	63.1613	101.346	105.8333	105.1058	1.664085445	1.6756	2.0357	1.9536	0.2228	0.8912	0.25	0.1004	0.2075	0.3303	0	64.3973	51.869	0	126.4013	137.3379	0.0033	0.0497	0.405	0.0754	1.5078	0.7095	0.5701	0.6449	0.8683	1.3434	0.4711	14.0542	22	13	45	0.590909091	0.162417936	0.227843554	10.38461538	3.553446099	3.690105271	3.004404843	3.456463402	19.9	90.8	25.5	32.2	22	0	13
PET0432	PET0432	6.91844662	38.4960273	5.564258773	18	2.240104786	3.516404355	1.017278832	9.295001537	4.165867184	3.500048103	307.2086	4983.4667	52.832	65.4473	111.76	114.808	115.7887	1.769189867	1.7542	2.1154	1.9533	0.3478	0.9183	0.3787	0.0813	0.2012	0.3786	0	78.0695	65.7263	0	120.436	134.8319	0	0	0.3697	0.1532	1.2906	0.6545	0.7587	0.8779	0.8779	2	0.403	14.3879	20	11	39	0.55	0.459895837	0.537917477	7.939535951	4.39295938	2.784412814	2.370710322	3.349011424	17.1	51.9	NA	38.9	23.4	0	13
PET0433	PET0433	4.311829342	40.59803235	9.41550074	15.5	2.354576781	4.254424169	1.316197473	11.62383214	4.083018626	3.148975569	274.4007	3028.5674	31.5807	48.4293	94.5727	106.172	103.9735	2.146913129	2.1923	2.9946	3.1202	0.2735	1.2654	0.2161	0.1156	0.2984	0.3151	0	42.673	37.3688	0	28.0725	130.2183	0.0082	0.0141	0.5122	0.1679	1.8875	0.7887	0.6464	0.7811	0.894	2.5633	0.5242	24.3976	31	14	52	0.451612903	0.276978965	0.320041176	9.167125935	3.098418177	3.414558048	2.338009838	3.920909906	17.2	65.1	10.3	21.8	18.7	0.5	14
PET0434	PET0434	5.794520538	40.44401985	6.979700836	22	2.418314025	4.128550865	1.20204439	10.9969784	4.696486937	3.438445385	277.3784	3983.6766	60.2827	61.0447	94.6573	96.8587	97.6988	1.600446886	1.5867	1.5702	1.6361	0.3469	0.448	0.7743	0.0434	0.1396	0.3931	0.1133	87.3692	73.4504	0.0022	91.8348	110.005	0	0	0.1522	0.1149	0.3657	0.5196	0.5897	0.6808	0.8383	1.1309	0.4323	9.5932	22	16	46	0.727272727	0.258332747	0.352710387	10.06431977	3.201203541	3.711503724	2.641312318	3.810348249	31.6	75.3	36	49.1	27.9	4.8	16
PET0435	PET0435	6.266870317	40.45309568	6.455071452	16	2.275744361	3.286536825	1.20930608	8.6010573	3.805299268	2.774822017	362.3776	6690.6031	78.6553	82.4653	122.0893	129.4553	129.849	1.574589555	1.5698	1.5522	1.63	0.296	0.3175	0.9322	0.0607	0.1331	0.3359	0.0293	71.0143	73.0094	0.0006	60.4216	95.4194	0.0015	0.1886	0.2015	0.1729	0.6593	0.5923	0.6531	0.8603	0.7426	1.2665	0.3382	9.3949	18	14	41	0.777777778	0.321310986	0.378715784	10.02325581	2.935081452	3.480145736	3.062964341	3.272403691	15.1	85.4	8.3	36.4	16.1	5.4	12
PET0436	PET0436	6.537874177	38.56640255	5.898920889	15.33333333	2.478609185	4.225101207	1.503684674	10.67559186	4.341954063	2.808739325	309.2288	4131.8054	56.7267	60.2827	100.9227	113.03	113.5419	1.88349062	1.875	1.7791	1.9748	0.3433	0.2567	1.3372	0.0565	0.1936	0.319	0	81.1078	64.0617	0	35.4686	81.0514	0.0012	0.1018	0.1128	0.2499	0.484	0.5499	0.4213	0.5462	0.7463	1.0255	0.5803	14.5032	20	14	37	0.7	0.536358237	0.543877198	10.27163516	2.616515098	3.898491877	2.474651402	4.150740241	11	54.6	NA	25.9	20.5	7.4	10
PET0437	PET0437	6.340591223	40.88929124	6.448813651	12.66666667	2.637115515	3.777411807	1.546692527	9.856281611	3.750897881	2.439166272	319.6687	4079.0599	44.0267	51.1387	116.6707	124.206	123.6398	2.417734514	2.4288	2.65	2.8022	0.2731	0.8365	0.3264	0.0986	0.2909	0.3451	0	53.0519	36.848	0	122.2801	107.9314	0	0	0.3848	0.1159	1.5461	0.681	0.5143	0.59	0.8647	1.6756	0.5317	25.5888	7	12	29	1.714285714	0.236628957	0.304471884	8.75	3.026315789	2.933140833	2.883718333	3.034276926	12	76	NA	27.9	16.4	3.7	NA
PET0438	PET0438	6.619346827	41.19320013	6.223151801	15.66666667	2.739055028	3.281525254	1.309736246	9.240736301	3.374829008	2.515885713	308.2545	4600.5786	51.9007	60.452	110.8287	112.268	113.2824	1.873923113	1.8571	2.1354	2.1442	0.2773	1.0294	0.2694	0.0889	0.2212	0.3861	0.1336	53.8072	31.6547	0.0016	180.5931	164.6617	0.0127	0.0242	0.4686	0.0683	1.5372	0.7048	0.7623	0.8588	0.8875	2.02	0.382	16.6958	14	13	38	0.928571429	0.303340694	0.341273445	8.9625	2.225206897	2.843359722	3.275780556	2.735989132	14.5	75.8	NA	42.7	28.3	2	12
PET0439	PET0439	7.467805482	38.58490101	5.166832626	13	2.447521884	3.928257062	1.203808949	10.6887232	4.384931818	3.263134457	295.3652	3718.7524	44.196	47.0747	114.046	121.158	118.7265	2.522087236	2.5737	2.5805	2.6915	0.3391	0.4751	0.7137	0.074	0.2834	0.3714	0	58.5039	49.989	0	69.9015	88.3738	0.0008	0.0503	0.2472	0.1022	0.8357	0.6358	0.7566	0.8905	0.892	2.4931	0.2891	25.6197	14	10	38	0.714285714	0.156052249	0.201177347	8.630952381	3.353358596	2.782432275	3.066087831	2.814972322	17.2	57.6	NA	42.2	23.6	1.6	12
PET0440	PET0440	7.151297623	41.1289226	5.751253097	16	3.153165179	4.679580278	1.593886196	12.42294287	3.948062471	2.935157986	382.1921	5859.8951	54.6947	66.548	139.192	143.3407	139.3078	2.093343151	2.1539	2.5449	2.4851	0.1997	0.9133	0.2186	0.1023	0.2677	0.3248	0.1111	88.2102	36.7468	0.0024	111.8449	116.4823	0	0	0.4246	0.1917	2.0627	0.6813	0.4681	0.5574	0.8751	1.3515	0.5541	21.8708	12	12	38	1	0.303104717	0.360239569	11.16863475	2.927780606	3.786817853	3.594999044	3.106714247	17.1	66.3	34.8	74	40.9	2	13
PET0441	PET0441	5.922128108	38.83393618	6.557429268	13.66666667	2.021761886	3.135145048	1.022444855	8.068951497	3.993278249	2.952584465	242.2359	2412.5113	33.782	42.164	89.3233	92.6253	92.9664	2.204876198	2.1968	2.6441	2.6305	0.2782	0.7043	0.395	0.0919	0.2652	0.3641	0	51.3746	46.9163	0	110.7887	107.9018	0.0018	0.0568	0.3328	0.1078	0.9995	0.7182	0.6734	0.7643	0.8932	2.2857	0.4469	21.5028	9	11	29	1.222222222	0.264773378	0.328529791	6.152100081	3.525660501	2.210409329	1.731281423	3.553495115	8.3	47.9	NA	15.1	6.5	3.1	11
PET0442	PET0442	6.225523936	38.35986413	6.16170856	12	2.309781502	3.259742744	1.400384797	8.512270107	3.70515313	2.328452388	330.785	3480.6024	31.0727	38.0153	133.0113	135.0433	135.5848	3.566585033	3.5523	4.2807	3.7145	0.4687	0.7793	0.6014	0.0826	0.3688	0.4171	0	45.9036	38.0719	0	70.945	74.7118	0	0	0.3214	0.0975	1.1981	0.7365	0.4567	0.517	0.8416	2.1928	0.609	43.5708	9	7	29	0.777777778	0.412986039	0.403289705	7.178571429	3.000810853	2.423187831	2.332195767	3.07803124	9.2	47.1	NA	22.2	9.8	0.5	11
PET0443	PET0443	6.660328973	36.83850211	5.531033416	13.33333333	2.107244535	3.081678642	1.124086784	7.825866666	3.802570468	2.761858105	176.4635	1158.5281	19.1347	23.7913	72.3053	74.3373	74.6184	3.13637338	3.1246	3.7788	3.8409	0.4425	0.7832	0.565	0.0898	0.3506	0.3727	0	65.834	41.7637	0	87.9462	69.4545	0	0	0.3473	0.0572	0.747	0.7118	0.7777	0.8777	0.8938	3.7889	0.4034	37.2442	12	9	38	0.75	0.253805772	0.307077104	8.317073171	2.645915278	2.749342005	2.81838916	2.951002398	8.9	60.5	NA	23.4	10.1	0	11
PET0444	PET0444	6.050987994	39.17072018	6.473442059	12	1.943759829	3.195895451	1.085221712	8.264729804	4.243312432	2.939438527	302.283	4177.9845	51.816	62.1453	104.648	108.7967	109.0956	1.75549237	1.7507	2.0196	2.0974	0.3203	0.6765	0.4734	0.0928	0.2058	0.3352	0.0475	68.4349	59.4911	0.001	97.9503	126.4467	0.0011	0.0382	0.3271	0.1708	1.2107	0.7202	0.7227	0.8681	0.8498	1.7984	0.3547	14.2226	11	13	34	1.181818182	0.2928828	0.320273383	8.402439024	4.129536559	3.006174255	2.390090515	3.515531722	9.9	44.8	NA	33.2	19	0.5	10
PET0445	PET0445	6.4367098	36.86580805	5.727430504	13.5	2.336954298	3.09636811	1.215108292	8.544243418	3.450805259	2.551315603	197.476	1432.1118	22.86	26.924	79.9253	84.7513	84.9964	3.156900906	3.1478	3.4963	3.7318	0.3815	0.5778	0.6603	0.0824	0.344	0.3327	0	46.8452	30.6722	0	69.44	71.233	0.0026	0.0593	0.279	0.1087	0.747	0.6561	0.688	0.7881	0.9029	3.156	0.4104	36.2153	12	9	33	0.75	0.339376615	0.382405053	8.420945946	3.070183048	2.719314625	2.982316697	2.823625658	9.9	50.3	NA	36.9	13.1	1.2	9
PET0446	PET0446	6.018379378	40.2842119	6.693531493	12	1.970051411	2.607684209	1.167297723	6.828615517	3.460957651	2.22429019	143.0146	821.7761	17.78	20.7433	55.2027	59.7747	60.8681	2.934349886	2.8816	3.1048	3.4234	0.4048	0.7143	0.5667	0.0874	0.3265	0.3602	0.0454	56.7708	52.0112	0.0015	99.5042	85.1316	0	0	0.337	0.1045	0.5948	0.6969	0.7376	0.8844	0.8904	3.0952	0.4015	32.2994	12	7	31	0.583333333	0.219220245	0.248822802	7.27027027	2.41666599	2.498246547	2.273777177	3.197441835	5.6	29	NA	15.9	5.4	0	9
PET0447	PET0447	6.356596568	39.49552447	6.21331306	16	2.151961384	2.990715264	1.123964413	7.879803863	3.670735387	2.666608031	299.3882	3988.0494	45.3813	55.7953	112.4373	115.9087	117.1089	2.098902596	2.0774	2.4776	2.6089	0.2985	0.7817	0.3819	0.0993	0.2573	0.3273	0.1546	53.3894	44.9823	0.0017	126.3594	109.6028	0	0	0.3695	0.098	1.3848	0.6683	0.655	0.7381	0.8793	2.0271	0.4409	19.9693	10	9	31	0.9	0.369888424	0.45307208	8.473684211	2.852809652	2.613985673	3.245712865	2.610731313	6.7	44	NA	18.2	5.1	1	9
PET0448	PET0448	5.237671979	39.53276928	7.547774935	12.66666667	2.141355025	3.386413236	1.183494253	8.665781528	4.080542584	2.86436877	246.3464	2171.0709	28.8713	31.496	100.2453	102.616	103.9498	3.300412751	3.2581	3.4721	3.6004	0.4106	0.5103	0.8046	0.0615	0.3362	0.3885	0	50.0418	44.68	0	59.0463	56.3922	0	0	0.2205	0.0418	0.5305	0.6155	0.6127	0.6941	0.8972	2.5586	0.442	36.6482	9	10	29	1.111111111	0.325658969	0.429003868	8.1125	3.222753185	2.686610833	2.739278333	2.961546441	6.7	57.7	NA	20	12.4	0.5	7
PET0449	PET0449	6.503924359	40.24331401	6.187543365	11	2.497631591	NA	1.294899009	NA	NA	NA	233.3684	2317.4434	30.6493	39.37	84.1587	92.7947	94.5536	2.401666243	2.357	2.7459	3.0951	0.3729	0.8287	0.45	0.0967	0.3023	0.3601	0.1074	53.7947	53.3123	0.0018	117.0145	98.9947	0	0	0.3905	0.2308	1.1363	0.7367	0.6941	0.8473	0.8879	2.6389	0.4682	25.712	7	8	27	1.142857143	0.312124804	0.373625913	7.75	2.013546231	2.7882875	2.173425	3.565800522	13.1	45.6	NA	21.1	NA	0.5	6
PET0450	PET0450	6.871215005	39.40956232	5.735457599	13.66666667	2.459151771	3.791682575	1.347734934	9.791552979	3.953116134	2.827922766	303.2071	3430.8892	34.036	45.212	113.6227	120.9887	119.8885	2.651696452	2.676	3.3383	3.4594	0.3085	0.9403	0.328	0.1037	0.3256	0.3473	0	39.6885	39.6917	0	116.8726	91.0181	0	0	0.4081	0.1271	1.5901	0.7359	0.7129	0.9089	0.842	2.9253	0.4187	30.6332	7	8	27	1.142857143	0.304529036	0.366769685	8.523809524	3.021576596	3.05024127	2.423326984	3.517399666	13.2	67.1	NA	26	4.4	1	9
PET0451	PET0451	6.339260119	38.74645318	6.112141235	17	2.446370284	4.883044218	1.283858952	12.37433025	4.818595645	3.814001003	252.5136	2550.3533	29.21	41.148	95.0807	99.4833	100.7117	2.447547876	2.4177	3.2551	3.5124	0.3768	1.0638	0.3542	0.1067	0.3169	0.3447	0	54.1843	48.8096	0	103.7165	117.0056	0.0036	0.0806	0.4359	0.1764	1.4064	0.7966	0.7632	0.8607	0.8915	3.2701	0.458	27.4517	10	9	28	0.9	0.169572941	0.220452458	11.63414634	4.062966605	4.226884011	3.18037832	3.658101387	6.2	40.3	NA	25.2	13.8	2.7	10
PET0452	PET0452	6.094864651	38.44167131	6.307223131	13.66666667	2.194487072	4.106610615	1.625287437	10.40736271	4.564946139	2.526314228	207.7534	1969.8957	31.5807	35.56	76.7927	78.8247	78.6109	2.210655231	2.2167	2.4316	2.4671	0.4155	0.7962	0.5219	0.0762	0.258	0.4354	0	91.7176	69.3503	0	127.4791	112.1713	0	0	0.3143	0.0916	0.6572	0.6606	0.7226	0.8727	0.8286	2.1	0.3854	21.5926	10	9	28	0.9	0.218169054	0.284923752	9.455555556	2.567337811	3.148678272	3.158199012	2.993970778	6.1	41.6	19	27	12.3	4.2	10
PET0453N	PET0453N	6.423913647	39.1630652	6.096449509	17	3.162025756	4.770327787	1.434830862	12.67183537	4.022553734	3.428359571	240.5826	2712.5681	43.2647	50.546	77.8087	83.2273	84.3859	1.6694872	1.6466	1.7984	1.954	0.2642	0.8102	0.3261	0.0837	0.1779	0.3775	0.1168	59.0909	60.8114	0.0024	121.2478	149.7435	0.0021	0.0323	0.3453	0.2142	0.9402	0.7079	0.5784	0.6786	0.8529	1.2566	0.4671	12.4307	9	12	43	1.333333333	0.187280144	0.204819277	11.24358974	2.964285714	4.262462963	2.718663818	4.135704338	9.7	35.1	NA	37.8	21.1	3.6	12
PET0454N	PET0454N	6.096342433	40.93900344	6.715338565	15	2.539567873	4.176109832	1.119534578	10.74272745	4.40647311	3.771169949	329.8312	3944.2645	38.6927	57.15	114.4693	116.2473	117.5538	2.056934383	2.0341	2.9584	2.9996	0.2604	1.2429	0.2095	0.1072	0.2705	0.3344	0.1404	41.6055	35.9394	0.0016	169.6211	166.2645	0.0013	0.0244	0.4935	0.0732	2.034	0.7831	0.5554	0.6241	0.8729	1.8057	0.541	21.1702	25	19	50	0.76	0.215546142	0.226836398	11.37237237	3.854347526	3.775668605	3.821035163	2.97625431	29.8	133.8	55	36.9	26.2	5.1	13
PET0455	PET0455	6.66623012	39.8257422	5.974252536	17.33333333	2.529104724	3.788739427	1.51408925	10.25967047	4.225873068	2.523921635	232.2079	2422.031	31.8347	39.0313	89.662	93.6413	95.367	2.44334675	2.3991	2.8165	3.0124	0.3165	0.9468	0.3343	0.0924	0.2908	0.3867	0	49.5573	47.3123	0	125.4201	107.5437	0	0	0.4175	0.1264	1.1466	0.6881	0.7656	0.9226	0.899	2.82	0.41	25.8175	14	11	35	0.785714286	0.281647948	0.262401299	9.657388664	2.305668823	3.640171366	2.377045933	4.062769058	10.7	43.9	35	27.8	12.9	3.2	8
PET0456	PET0456	6.478576234	39.50979415	6.098530406	20	2.755534225	3.851357467	1.406326064	11.77979585	3.974468222	2.728126768	325.5699	4284.9663	42.7567	59.7747	115.9933	118.11	118.2729	1.978644811	1.9759	2.7129	2.6522	0.2574	1.1089	0.2321	0.1087	0.2607	0.3257	0	50.4293	45.1736	0	129.5998	133.2907	0	0	0.4677	0.0938	1.8589	0.7224	0.4821	0.5441	0.8638	1.4118	0.5797	19.7225	9	7	41	0.777777778	0.213037662	0.250034161	11.56578947	2.803630297	4.106417544	3.352954386	3.449432394	21.3	74	NA	32.9	17	2	9
PET0457	PET0457	6.752254566	40.30161711	5.968616366	21.25	2.867060913	4.122131776	1.569324058	10.76487438	3.804414922	2.633070249	307.9358	4050.3862	45.974	60.6213	99.06	102.1927	105.4475	1.739446366	1.6858	2.1547	1.7015	0.2873	1.1694	0.2457	0.1012	0.2154	0.3819	0.1277	75.7459	56.4265	0.0019	171.3728	164.3556	0.0239	0.1291	0.5306	0.1086	1.5878	0.7585	0.7629	0.8679	0.8787	2.0814	0.4348	14.8154	18	14	38	0.777777778	0.179825201	0.25175794	8.973684211	2.631820218	2.991350585	2.990983041	3.000245768	1.86	72.4	29	44.2	26	2.5	15
PET0458	PET0458	6.35100558	38.87715567	6.121417337	18.25	2.591870133	4.306880641	1.620343818	10.77021891	4.157914613	2.670474373	235.5632	2998.0442	47.8367	55.2027	78.74	83.312	84.4819	1.530394347	1.5092	1.646	1.8096	0.3115	0.7894	0.3946	0.0855	0.152	0.3747	0	67.5923	69.5553	0	161.6461	161.4546	0.0253	0.2096	0.347	0.2192	0.8822	0.7368	0.7569	0.8975	0.8932	1.6533	0.3713	10.4253	7	10	29	1.428571429	0.217306221	0.250113999	9.394454383	2.781185085	3.128401004	3.137652375	2.994102998	12.1	62	NA	38.3	7	2	10
PET0459N	PET0459N	6.200003642	41.80911343	6.74340143	15.33333333	2.57635437	3.891054138	1.315585239	10.40921123	4.049130912	2.994373673	200.2706	1911.3008	29.718	36.83	78.4013	79.5867	80.7433	2.192324192	2.1609	2.6382	2.5907	0.3818	0.8205	0.4653	0.0941	0.2665	0.3566	0.1464	77.6384	40.2442	0.0026	120.8774	109.6247	0	0	0.3663	0.1207	0.853	0.6894	0.7881	0.8831	0.8916	2.6429	0.3897	21.4295	7	10	28	1.428571429	0.341290505	0.396636213	8.5	3.350093333	2.987552846	2.524894309	3.366477547	9.9	43.3	NA	48.6	16.3	0	11
PET0460N	PET0460N	6.65478214	40.07209658	6.021548976	16	2.869910531	3.967850788	1.529739206	10.48752283	3.657763486	2.594183747	280.8921	3565.9427	37.4227	52.4933	105.3253	109.8127	109.4824	2.085645216	2.0919	2.8145	2.8059	0.3643	1.0724	0.3397	0.1064	0.2791	0.3336	0.0459	59.4614	57.9666	0.0016	144.7183	127.3781	0	0	0.47	0.0993	1.6125	0.7571	0.767	0.8883	0.8883	2.8239	0.4476	21.6929	11	8	32	0.727272727	0.289007449	0.339988273	9.055555556	2.53824692	3.247196914	2.561161728	3.535721878	13.4	41.9	NA	23	11.2	0.5	7
PET0461	PET0461	2.745705006	36.07198117	13.13760258	19	2.687911329	5.243930359	1.509760851	12.82060528	4.812836641	3.477343379	272.0468	1740.1542	19.7273	24.892	108.204	110.236	109.7685	4.409790294	4.4286	5.485	5.5359	0.3777	0.6824	0.5535	0.0917	0.407	0.3488	0	34.6355	28.4348	0	50.4256	71.8094	0.0007	0.1007	0.332	0.1139	1.1715	0.7718	0.2106	0.4536	0.8035	1.2124	0.7997	57.6792	7	8	28	1.142857143	0.144398211	0.215612619	10.575	3.924417094	3.641451389	3.292097222	3.212238062	11.1	53.2	NA	33.7	17.8	0.5	11
PET0462	PET0462	6.465360771	39.4616547	6.103550304	17.33333333	2.721106087	5.545736381	1.590769891	13.45834359	4.996847692	3.49411146	352.268	4973.7822	46.9053	61.0447	129.6247	131.6567	131.025	2.146377982	2.1567	2.7635	2.7717	0.2744	0.9874	0.2779	0.1074	0.2827	0.3311	0.0762	36.2962	41.5816	0.0022	129.2405	118.8139	0	0	0.4343	0.0676	1.9381	0.7125	0.6782	0.8932	0.7925	1.9887	0.3677	22.6428	9	10	28	1.111111111	0.287490163	0.323529412	10.3875	3.953488372	3.839897222	2.707705556	3.836273844	11.1	44.2	NA	33	16	0	12
PET0463	PET0463	5.991143933	38.0289901	6.347534047	18.75	2.584033973	5.330024435	1.428960316	13.08494241	5.158430299	3.731329407	303.9243	2898.2953	24.5533	41.148	121.2427	125.8993	123.3716	2.998240498	3.0597	4.9379	4.8409	0.3655	1.4207	0.2573	0.1351	0.3914	0.2934	0.073	150.5379	343.5778	0.0053	133.0484	95.9846	0	0	0.5618	0.1667	2.4775	0.8325	0.7699	0.9065	0.8848	4.931	0.4844	41.4758	14	12	33	0.857142857	0.230599756	0.315796398	9.104651163	3.378435556	3.156009561	2.792632041	3.260240171	10.5	70.8	NA	20	14.9	2.6	11
PET0464	PET0464	5.572571976	38.11375251	6.839526286	17.66666667	2.633927314	5.617178374	1.385343452	13.91861012	5.407560759	4.055006818	321.8194	3907.7485	39.5393	49.3607	127.1693	127.762	128.7568	2.608488129	2.5883	3.2163	3.2493	0.3169	0.7602	0.4169	0.1025	0.3123	0.3344	0	38.3013	35.0715	0	105.6519	95.3036	0.0007	0.0495	0.3679	0.0811	1.5352	0.6665	0.6286	0.6885	0.8843	2.4061	0.4619	28.3409	10	11	31	1.1	0.222753937	0.252757257	12.71621622	4.657134993	4.449408108	3.8174	3.331119667	12.1	61	NA	30.4	11.8	3	16
PET0465	PET0465	7.374801731	39.07100231	5.297905453	13	2.464784313	4.19969074	1.509433782	11.17046537	4.446171561	2.808589862	267.4135	3247.42	38.7773	46.8207	104.4787	105.41	106.3118	2.270615347	2.2514	2.6943	2.7476	0.3865	0.8428	0.4585	0.0846	0.2702	0.3921	0	56.9237	51.7144	0	127.6981	126.8877	0.0006	0.0366	0.373	0.0662	1.0827	0.706	0.7926	0.8867	0.8907	2.694	0.3743	22.4043	14	13	36	0.928571429	0.170959035	0.245989264	9.674418605	3.039583255	3.432864341	2.808689922	3.444459471	10.9	50.8	NA	30	16.1	2.1	14
PET0466	PET0466	6.596782036	40.03604317	6.069026224	19.66666667	3.075902288	4.718987237	1.673020187	13.5770356	3.903026297	2.81195819	255.4184	3125.2267	43.6033	51.3927	95.8427	97.282	98.5477	1.917542764	1.8929	2.1981	2.2167	0.2718	0.8039	0.3382	0.0906	0.2325	0.3383	0.1588	61.0111	47.22	0.0016	149.3292	127.9882	0	0	0.3767	0.0711	1.1566	0.658	0.7875	0.8942	0.8924	2.2049	0.3323	16.9965	11	14	32	1.272727273	0.170715347	0.208788073	10.875	3.192539393	3.948583838	2.977832323	3.651985344	13	59.5	NA	27	17.3	4.1	10
PET0467	PET0467	5.959120257	37.3700578	6.271069586	14	2.267469838	4.869315396	1.717074827	11.98486493	5.416946579	2.969607999	296.5981	3363.9789	39.2007	44.45	112.6067	117.7713	120.2072	2.70432396	2.6495	2.8726	3.0731	0.4104	0.4946	0.8297	0.0766	0.3012	0.3547	0	53.5276	43.5156	0	72.8706	78.7371	0.0015	0.1661	0.2414	0.1485	0.7539	0.6942	0.7396	0.8801	0.8454	2.7634	0.36	27.753	10	NA	28	NA	0.236020213	0.302699232	11.02439024	3.230214132	4.061301355	2.901787534	3.799172102	8.1	37.2	NA	15.3	7.8	0.6	12
PET0468	PET0468	6.069284514	38.02720191	6.265516441	16.33333333	2.664929495	4.471372333	1.301570367	11.18572379	4.245542732	3.434707182	265.2858	2324.4971	26.5853	36.4913	97.282	109.1353	106.446	2.917024058	2.9907	3.6592	3.8683	0.3854	0.7643	0.5042	0.117	0.3595	0.2908	0.0749	161.5712	51.6913	0.0076	88.649	72.7649	0	0	0.3572	0.2939	1.2415	0.6862	0.6988	0.8902	0.8646	3.2847	0.4027	36.3641	10	10	28	1	0.231073766	0.277456561	9.547619048	4.109127485	3.16361746	3.220384127	2.964745406	9.1	36.9	NA	31.5	14	0	16
PET0469	PET0469	6.036496483	37.3976058	6.195250159	18	2.94486835	5.12660545	1.83474866	13.0600628	4.434628257	2.826276466	304.0419	3593.2831	36.4913	53.1707	109.3893	116.1627	116.121	2.183928367	2.1847	2.9977	3.1821	0.2854	0.8979	0.3178	0.1123	0.2867	0.2985	0	45.72	44.5255	0	102.6227	106.2818	0	0	0.3971	0.0953	1.686	0.7079	0.4464	0.4861	0.8465	1.4366	0.5915	23.0284	14	14	33	1	0.200041237	0.219264414	10.93023256	2.967939453	3.637204134	3.655824289	2.98981343	16.2	54.9	NA	32	19	2.2	14
PET0470	PET0470	6.252240872	37.19087562	5.94840736	20.66666667	3.172212578	4.553420815	1.34950589	12.19774928	3.854603137	3.228253542	333.6686	4835.51	48.514	64.8547	118.618	121.4967	122.0245	1.881505889	1.8734	2.445	2.4813	0.2129	1.199	0.1776	0.1107	0.2486	0.3419	0.0912	36.467	34.2142	0.0015	157.0342	153.2475	0.0008	0.0378	0.5506	0.0673	2.1321	0.7865	0.7127	0.7966	0.8864	2.1653	0.4384	18.4484	14	12	33	0.857142857	0.220442113	0.212720738	11.7347973	3.399579245	4.188793142	3.357211014	3.495400572	14.3	61.8	NA	37.6	23	2	7
PET0471	PET0471	NA	NA	NA	NA	3.263401224	5.381711441	1.554719566	14.11285281	4.324584026	3.461531945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PET0472	PET0472	3.524032003	39.12726419	11.10298208	20	3.295843078	5.337215071	1.604675667	13.99003578	4.245230171	3.342722978	223.0434	2458.4897	35.052	43.688	79.248	82.4653	82.1096	1.879454312	1.8876	2.2609	2.3482	0.4541	1.0097	0.4498	0.0837	0.2276	0.4126	0	82.8303	56.667	0	334.8149	136.7615	0.0269	0.012	0.3933	0.0981	0.925	0.7593	0.7934	0.8935	0.9115	2.3394	0.4166	17.3899	18	16	38	0.888888889	0.244664284	0.253368532	13.30487805	3.241665367	4.576323035	4.152231978	3.20427137	17.6	92.3	NA	35.2	24.2	3.4	16
